swen	PG.Masc.Akk.Sg.st	swen	swër
schedelich	ADJD.Pos	schadelich	schadelich
.	$_	.	.
	
ze	PTKA	ze	ze
jungest	AVD.Sup	jungest	jungeste
dô	AVD	dô	dô
beriet	VVFIN.Ind.Past.Sg.3	beriet	berâten
sî	PPER.Fem.Nom.Sg.3	si	ër
sich	PRF.Akk.*.*	sich	sich
mit	APPR	mit	mit
sorgen	NA.Fem.Dat.Pl.*	sorgen	sorge
manicvalten	ADJN.*.Dat.Pl.*	manicvalten	manigvalt
sî	PPER.Fem.Nom.Sg.3	si	ër
waere	VAFIN.Subj.Past.Sg.3	wære	wësen
bezzer	ADJD.Comp	bezzer	bèzzer
behalten	VVPP	behalten	behalten
,	$_	,	,
dan	KOUS	danne	danne
sî	PPER.Fem.Nom.Sg.3	si	ër
den	DDART.Masc.Akk.Sg.*	den	dër
tôt	NA.Masc.Akk.Sg.st	tôt	tôd
solte	VMFIN.*.Past.Sg.3	solte	solen
lîden	VVINF	lîden	lîden
.	$_	.	.
	
man	PI.*.Nom.Sg.st	man	man
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
daz	DDS.Neut.Akk.Sg.*	daz	dër
erger	ADJD.Pos	arger	arg
ie	AVD	ie	iè
vermîden	VVINF	vermîden	vermîden
und	KON	und	unte
daz	DDS.Neut.Akk.Sg.*	daz	dër
bezzer	ADJA.Comp.Neut.Akk.Sg.wk	bezzer	bèzzer
ane	PTKVZ	ane	ane
vân	APPR	van	von
,	$_	,	,
sô	AVD	sô	sô
wirt	VAFIN.Ind.Pres.Sg.3	wirdet	wërden
daz	DDART.Neut.Nom.Sg.*	daz	dër
übele	ADJA.Pos.Neut.Nom.Sg.wk	übele	übel
guot	NA.Neut.Nom.Sg.st	guot	guot
getân	VVPP	getân	tuon
und	KON	und	unte
wirt	VAFIN.Ind.Pres.Sg.3	wirdet	wërden
mit	APPR	mit	mit
rehte	NA.Neut.Dat.Sg.st	rehte	rëht
für	PTKVZ	vüre	vüre
brâht	VVPP	brâht	bringen
.	$_	.	.
	
nû	AVD	nû	nû
saz	VVFIN.Ind.Past.Sg.3	saz	sitzen
sî	PPER.Fem.Nom.Sg.3	si	ër
verre	AVD	verre	vërre
verdâht	VVPP	verdâht	verdènken
waz	PW.Neut.Akk.Sg.st	waz	wër
ir	PPER.Fem.Dat.Sg.3	ir	ër
ze	APPR	ze	ze
tuonde	NA.Neut.Dat.Sg.*	tuonde	tuon
waere	VAFIN.Subj.Past.Sg.3	wære	wësen
,	$_	,	,
daz	DDART.Neut.Nom.Sg.*	daz	dër
flôre	NA.Masc.Nom.Sg.st	verlore	verlor
diu	DDART.Neut.Akk.Pl.*	diu	dër
rehten	ADJA.Pos.*.Akk.Pl.wk	rehten	rëht
maere	NA.Neut.Akk.Pl.st	mære	mære
von	APPR	von	von
blanscheflûr	NE.Dat.Sg	Blanscheflûr	Blanscheflûr
niht	PTKNEG	niht	niht
befunde	VVFIN.Subj.Past.Sg.3	bevünte	bevinden
,	$_	,	,
unde	KON	unde	unte
gienc	VVFIN.Ind.Past.Sg.3	gienc	gân
sâ	AVD	sâ	sâr
ze	APPR	ze	ze
stunde	NA.Fem.Dat.Sg.st	stunde	stunte
dâ	AVD	dâ	dâr
sî	PPER.Fem.Nom.Sg.3	si	ër
den	DDART.Masc.Akk.Sg.*	den	dër
künic	NA.Masc.Akk.Sg.st	küninc	küning
stânde	VVPS	stânte	stân
vant	VVFIN.Ind.Past.Sg.3	vant	vinden
und	KON	und	unte
tet	VVFIN.*.Past.Sg.3	tet	tuon
im	PPER.Masc.Dat.Sg.3	im	ër
die	DDART.Fem.Akk.Sg.*	die	dër
rede	NA.Fem.Akk.Sg.st	rede	rède
bekant	ADJD.Pos	bekant	bekant
.	$_	.	.
	
<genâde	NA.Fem.Nom.Sg.*	genâde	genâde
,	$_	,	,
lieber	ADJA.Pos.Masc.Nom.Sg.st	lieber	lièb
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
mîn	DPOSA	mîn	mîn
,	$_	,	,
lânt	VVIMP.Pl.2	lânt	lâzen
iuwer	DPOSA	iuwer	iuwer
witze	NA.Fem.Nom.Sg.*	witze	witze
werden	VAINF	werden	wërden
schîn	ADJD.Pos	schîn	schîn
;	$_	;	;
wan	KO*	wan	wante
unsers	DPOSA.Masc.Gen.Sg.st	unsers	unser
kumbers	NA.Masc.Gen.Sg.st	kumbers	kumber
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
nû	AVD	nû	nû
mê	ADJA.Comp.Neut.Nom.Sg.*	mêr	mêre
von	APPR	von	von
wâren	ADJA.Pos.*.Dat.Pl.*	wâren	wâr
schulden	NA.Fem.Dat.Pl.*	schulden	schulde
dann	KOKOM	danne	danne
ê	AVD	êr	êr
,	$_	,	,
den	DRELS.Masc.Akk.Sg	den	dër
wir	PPER.*.Nom.Pl.1	wir	wir
gelîche	AVD	gelîche	gelîche
müezen	VMFIN.*.Pres.Pl.1	müezen	müèzen
tragen	VVINF	tragen	tragen
.	$_	.	.
	
ichn	PPER.*.Nom.Sg.1|PTKNEG	ich|ne	ich|ne
mac	VMFIN.Ind.Pres.Sg.1	mac	mügen
wizzen	VVINF	wizzen	wizzen
waz	PW.Neut.Akk.Sg.st	waz	wër
wir	PPER.*.Nom.Pl.1	wir	wir
sagen	VVFIN.*.Pres.Pl.1	sagen	sagen
,	$_	,	,
swenn	AVG	swenne	swanne
unser	DPOSA	unser	unser
sun	NA.Masc.Nom.Sg.st	sun	sun
flôre	NA.Masc.Nom.Sg.*	vlôre	vlôre
kumt	VVFIN.Ind.Pres.Sg.3	kumet	komen
von	APPR	von	von
montôre	NA.Masc.Dat.Sg.st	montore	montôr
und	KON	und	unte
frâget	VVFIN.Ind.Pres.Sg.3	vrâget	vrâgen
wâ	AVW	wâ	wâr
diu	DDART.Fem.Nom.Sg.*	diu	dër
maget	NA.Fem.Nom.Sg.st	maget	maged
sî	VAFIN.Subj.Pres.Sg.3	sî	sîn
.	$_	.	.
	
uns	PPER.*.Dat.Pl.1	uns	wir
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
nemelîche	AVD	namelîche	namelîche
bî	APPR	bî	bî
grôz	ADJA.Pos	grôz	grôz
kumber	NA.Masc.Nom.Sg.st	kumber	kumber
,	$_	,	,
als	KO*	als	allsô
ich	PPER.*.Nom.Sg.1	ich	ich
waene	VVFIN.*.Pres.Sg.1	wæne	wænen
,	$_	,	,
daz	KOUS	daz	dazz
diu	DDART.Fem.Nom.Sg.*	diu	dër
cristaene	NA.Fem.Nom.Sg.*	kristene	kristæne
alsô	AVD	alsô	allsô
verre	AVD	verre	vërre
verkoufet	VVPP	verkoufet	verkoufen
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
,	$_	,	,
irn	PPER.*.Nom.Pl.2|PTKNEG	ir|ne	ir|ne
erdenkent	VVFIN.*.Pres.Pl.2	erdenkent	erdènken
den	DDART.Masc.Akk.Sg.*	den	dër
list	NA.Masc.Akk.Sg.st	list	list
waz	PW.Neut.Akk.Sg.st	waz	wër
wir	PPER.*.Nom.Pl.1	wir	wir
tuon	VVFIN.*.Pres.Pl.1	tuon	tuon
dem	DDART.Neut.Dat.Sg.*	dem	dër
kinde	NA.Neut.Dat.Sg.st	kinde	kind
,	$_	,	,
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
der	DDART.Fem.Gen.Sg.*	der	dër
friuntschefte	NA.Fem.Gen.Sg.st	vriuntschefte	vriuntschaft
erwinde	VVFIN.Subj.Pres.Sg.3	erwinde	erwinten
,	$_	,	,
der	DRELS.Fem.Dat.Sg	der	dër
er	PPER.Masc.Nom.Sg.3	er	ër
began	VVFIN.Ind.Past.Sg.3	began	beginnen
sô	AVD	sô	sô
rehte	AVD	rehte	rëhte
fruo	AVD	vruo	vruo
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
fürht	VVFIN.Ind.Pres.Sg.1	vürhte	vürhten
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
im	PPER.Masc.Dat.Sg.3	im	ër
selben	DDD.Masc.Dat.Sg.wk	selben	sëlb
tuo	VVFIN.Subj.Pres.Sg.3	tuo	tuon
den	DDART.Masc.Akk.Sg.*	den	dër
grimmen	ADJA.Pos.Masc.Akk.Sg.*	grimmen	grimme
tôt	NA.Masc.Akk.Sg.st	tôt	tôd
vor	APPR	vore	vore
leide	NA.Fem.Dat.Sg.st	leide	lèide
.	$_	.	.
	
sô	AVD	sô	sô
hân	VAFIN.*.Pres.Pl.1	hân	haben
wir	PPER.*.Nom.Pl.1	wir	wir
sie	PPER.*.Akk.Pl.3	sie	ër
beide	DID.*.Nom.Pl.st	beide	bèide
ê	APPR	êr	êr
zît	NA.Fem,Neut.Akk.Sg.st	zît	zît
verlorn	VVPP	verloren	verlièsen
in	APPR	in	in
ir	DPOSA	ire	ire
jugent.>	NA.Fem.Dat.Sg.st	jugent	jugend
<daz	DDS.Neut.Akk.Sg.*	daz	dër
erwendent	VVFIN.Ind.Pres.Pl.3	erwendent	erwènten
,	$_	,	,
ob	KOUS	ob	obe
ir	DPOSA	ire	ire
mugent>	NA.Fem.Dat.Sg.st	mugende	mugent
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
der	DDART.Masc.Nom.Sg.*	der	dër
künec	NA.Masc.Nom.Sg.st	küninc	küning
zer	APPR|DDART.Fem.Dat.Sg.*	ze|der	ze|dër
künigîn	NA.Fem.Dat.Sg.st	küningîn	küninginne
:	$_	:	:
<ez	PPER.Neut.Nom.Sg.3	ez	ër
muoz	VMFIN.Ind.Pres.Sg.3	muoz	müèzen
von	APPR	von	von
mir	PPER.*.Dat.Sg.1	mir	ich
unwendic	ADJD.Pos	unwentic	unwèntig
sîn	VAINF	sîn	sîn
;	$_	;	;
swes	PG.Neut.Gen.Sg.st	swes	swër
ich	PPER.*.Nom.Sg.1	ich	ich
joch	AVD	joch	joh
darumbe	PAVD|PAVAP	dâr|umbe	dâr|umbe
darbe.>	VVFIN.*.Pres.Sg.1	darbe	darben
dô	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
diu	DDART.Fem.Nom.Sg.*	diu	dër
künegîn	NA.Fem.Nom.Sg.*	küningîn	küninginne
ander	APPR|DDART.Fem.Dat.Sg.*	an|der	ane|dër
warbe	NA.Fem.Dat.Sg.st	warbe	warbe
<daz	DDS.Neut.Akk.Sg.*	daz	dër
widerrât	VVFIN.*.Pres.Sg.1	widerrâte	widerrâten
ich	PPER.*.Nom.Sg.1	ich	ich
,	$_	,	,
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
,	$_	,	,
wan	KO*	wan	wante
der	DDART.Masc.Nom.Sg.*	der	dër
schade	NA.Masc.Nom.Sg.*	schade	schade
wirt	VAFIN.Ind.Pres.Sg.3	wirdet	wërden
deste	AVD	deste	dëste
merre	ADJD.Comp	mêrre	mêre
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
uns	PPER.*.Dat.Pl.1	uns	wir
müeste	VMFIN.*.Past.Sg.3	muoste	müèzen
widervarn	VVINF	widervarn	widervaren
.	$_	.	.
	
wir	PPER.*.Nom.Pl.1	wir	wir
wellen	VMFIN.*.Pres.Pl.1	wellen	wèllen
gerne	AVD	gerne	gërne
bewarn	VVINF	bewarn	bewaren
daz	KOUS	daz	dazz
sich	PRF.Akk.*.*	sich	sich
flôre	VVFIN.Subj.Pres.Sg.3	verloere	vloèren
unser	DPOSA	unser	unser
erbe	NA.Neut.Nom.Sg.st	erbe	èrbe
vor	APPR	vore	vore
leide	NA.Fem.Dat.Sg.st	leide	lèide
niht	PTKNEG	niht	niht
verderbe	VVFIN.Subj.Pres.Sg.3	verderbe	verdërben
,	$_	,	,
den	DRELS.Masc.Akk.Sg	den	dër
uns	PPER.*.Dat.Pl.1	uns	wir
got	NA.Masc.Nom.Sg.st	got	got
durch	APPR	durch	durh
sîne	DPOSA.Fem.Akk.Sg.st	sîne	sîn
güete	NA.Fem.Akk.Sg.st	güete	güète
gap	VVFIN.Ind.Past.Sg.3	gap	gëben
.	$_	.	.
	
wir	PPER.*.Nom.Pl.1	wir	wir
suln	VMFIN.*.Pres.Pl.1	sulen	solen
würken	VVINF	würken	würken
ein	DIART	ein	èin
grap	NA.Neut.Akk.Sg.st	grap	grab
.	$_	.	.
	
daz	DDS.Neut.Nom.Sg.*	daz	dër
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
darumbe	PAVD|PAVAP	dâr|umbe	dâr|umbe
geschehen	VVINF	geschehen	geschëhen
,	$_	,	,
swenn	AVG	swenne	swanne
flôre	NA.Masc.Nom.Sg.st	verlore	verlor
kume	VVFIN.Subj.Pres.Sg.3	kume	komen
,	$_	,	,
daz	KOUS	daz	dazz
wir	PPER.*.Nom.Pl.1	wir	wir
jehen	VVFIN.*.Pres.Pl.1	jehen	jëhen
ez	PPER.Neut.Nom.Sg.3	ez	ër
sîn	VAFIN.*.Pres.Pl.3	sîn	sîn
vier	CARDA	vier	vièr
wochen	NA.Fem.Nom.Pl.st	wochen	woche
oder	KON	oder	oder
drî	CARDS.Masc.Nom.Pl.*	drî	drî
daz	KOUS	daz	dazz
blanscheflûr	NA.Neut.Nom.Sg.st	blanschevlûr	blanscheflûr
tôt	ADJD.Pos	tôt	tôt
sî	VAFIN.Subj.Pres.Sg.3	sî	sîn
und	KON	und	unte
dar	PAVD	dâr	dâr
inne	PAVAP	inne	inne
lige	VVFIN.Subj.Pres.Sg.3	lige	ligen
begraben	VVPP	begraben	begraben
.	$_	.	.
	
sô	AVD	sô	sô
mugen	VMFIN.*.Pres.Pl.1	mügen	mügen
wir	PPER.*.Nom.Pl.1	wir	wir
daz	DDART.Neut.Akk.Sg.*	daz	dër
kint	NA.Neut.Akk.Sg.st	kint	kind
behaben	VVINF	behaben	behaben
gesunt	ADJD.Pos	gesunt	gesunt
unde	KON	unde	unte
wol	AVD	wole	wole
gemuot.>	ADJD.Pos	gemuot	gemuot
daz	DDS.Neut.Nom.Sg.*	daz	dër
dûhte	VVFIN.*.Past.Sg.3	dûhte	dunken
den	DDART.Masc.Akk.Sg.*	den	dër
künic	NA.Masc.Akk.Sg.st	küninc	küning
guot	ADJD.Pos	guot	guot
,	$_	,	,
unde	KON	unde	unte
sante	VVFIN.*.Past.Sg.3	sante	sènten
zehant	AVD	zehant	zehant
nâch	APPR	nâch	nâh
wercmeistern	NA.Masc.Dat.Pl.st	wercmeistern	wërkmèister
in	APPR	in	in
daz	DDART.Neut.Akk.Sg.*	daz	dër
lant	NA.Neut.Akk.Sg.st	lant	lant
und	KON	und	unte
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
würken	VVINF	würken	würken
drâte	AVD	drâte	drâte
ein	DIART.Neut.Akk.Sg.*	ein	èin
grap	NA.Neut.Akk.Sg.st	grap	grab
nâch	APPR	nâch	nâh
ir	DPOSA.Masc.Dat.Sg.*	ire	ire
râte	NA.Masc.Dat.Sg.st	râte	rât
.	$_	.	.
	
nû	AVD	nû	nû
hoerent	VVIMP.Pl.2	hoerent	hoèren
wunder	NA.Neut.Nom.Pl.st	wunder	wunter
manicvalt	ADJN	manicvalt	manigvalt
.	$_	.	.
	
als	KO*	als	allsô
uns	PPER.*.Dat.Pl.1	uns	wir
die	DDART.Fem.Nom.Sg.*	die	dër
âventiure	NA.Fem.Nom.Sg.*	âventiure	âventiure
zalt	VVFIN.*.Past.Sg.3	zalte	zèlen
,	$_	,	,
in	APPR	in	in
eime	DIART.Masc.Dat.Sg.st	eineme	èin
marmelsteine	NA.Masc.Dat.Sg.st	marmelsteine	marmelstèin
gelîche	ADJA.Pos.Neut.Nom.Sg.wk	gelîche	gelîch
helfenbeine	NA.Neut.Dat.Sg.st	helfenbeine	hëlfenbèin
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
daz	DDART.Neut.Nom.Sg.*	daz	dër
grap	NA.Neut.Nom.Sg.st	grap	grab
erhouwen	VVPP	erhouwen	erhouwen
,	$_	,	,
dar	PAVD	dâr	dâr
an	PAVAP	an	ane
man	PI.*.Nom.Sg.st	man	man
mohte	VMFIN.*.Past.Sg.3	mohte	mügen
schouwen	VVINF	schouwen	schouwen
wunderlîchiu	ADJA.Pos.Neut.Akk.Pl.st	wunderlîchiu	wunterlich
wunder	NA.Neut.Akk.Pl.st	wunder	wunter
.	$_	.	.
	
dâ	AVD	dâ	dâr
lâgen	VVFIN.Ind.Past.Pl.3	lâgen	ligen
under	APPR	under	unter
vier	CARDA	vier	vièr
lewen	NA.Masc.Nom.Pl.wk	lewen	lëwe
êrîn	ADJN.*.Dat.Pl.*	êrîn	êrîn
,	$_	,	,
rehte	AVD	rehte	rëhte
sam	KO*	sam	same
sie	PPER.*.Nom.Pl.3	sie	ër
lebetîn	VVFIN.*.Past.Pl.3	lebeten	lëben
.	$_	.	.
	
dar	PAVD	dâr	dâr
ûf	PAVAP	ûf	ûf
lac	VVFIN.Ind.Past.Sg.3	lac	ligen
der	DDART.Masc.Nom.Sg.*	der	dër
stein	NA.Masc.Nom.Sg.st	stein	stèin
enbor	AVD	enbore	enbore
.	$_	.	.
	
man	PI.*.Nom.Sg.st	man	man
gesach	VVFIN.Ind.Past.Sg.3	gesach	gesëhen
nie	AVD	nie	niè
sît	AVD	sît	sîd
noch	KON	noch	noh
vor	APPR	vore	vore
kein	DIA.Neut.Akk.Sg.*	kein	kèin
grap	NA.Neut.Akk.Sg.st	grap	grab
baz	AVD.Comp	baz	bazz
gezieren	VVPP	gezieren	zièren
mit	APPR	mit	mit
vogelen	NA.Masc.Dat.Pl.st	vogelen	vogel
und	KON	und	unte
mit	APPR	mit	mit
tieren	NA.Neut.Dat.Pl.st	tieren	tièr
,	$_	,	,
sô	KO*	sô	sô
man	PI.*.Nom.Sg.st	man	man
dâ	AVD	dâ	dâr
schouwen	VVINF	schouwen	schouwen
mahte	VMFIN.*.Past.Sg.3	mahte	mügen
von	APPR	von	von
aller	DIA.*.Gen.Pl.st	aller	all
hande	NA.Fem.Gen.Pl.st	hande	hant
slahte	NA.Fem.Dat.Sg.st	slahte	slahte
und	KON	und	unte
von	APPR	von	von
aller	DIA.Fem.Dat.Sg.st	aller	all
der	DDART.Fem.Dat.Sg.*	der	dër
art	NA.Fem.Dat.Sg.st	art	art
sô	KO*	sô	sô
iht	NA.Neut.Nom.Sg.st	iht	iht
ie	AVD	ie	iè
lebendes	ADJS.Pos.Neut.Gen.Sg.st	lebendes	lëben
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
,	$_	,	,
daz	DRELS.Neut.Nom.Sg	daz	dër
ûf	APPR	ûf	ûf
der	DDART.Fem.Dat.Sg.*	der	dër
erden	NA.Fem.Dat.Sg.st	erden	ërde
inder	AVD	iener	ièner
lebet	VVFIN.Ind.Pres.Sg.3	lebet	lëben
.	$_	.	.
	
in	APPR	in	in
wazzer	NA.Neut.Dat.Sg.st	wazzer	wazzer
oder	KON	oder	oder
in	APPR	in	in
lüften	NA.Fem,Masc.Dat.Pl.st	lüften	luft
swebet	VVFIN.Ind.Pres.Sg.3	swebet	swëben
,	$_	,	,
zam	NA.Neut.Nom.Sg.st	zam	zam
oder	KON	oder	oder
wilde	NA.Neut.Nom.Sg.st	wilde	wild
.	$_	.	.
	
diu	DDART.Neut.Nom.Pl.*	diu	dër
selben	DDA.*.Nom.Pl.wk	selben	sëlb
bilde	NA.Neut.Nom.Pl.st	bilede	bilede
diuhten	VVFIN.*.Past.Pl.3	dûhten	dunken
iuch	PPER.*.Akk.Pl.2	iuch	ir
sô	AVD	sô	sô
lobelich	ADJD.Pos	lobelich	lobelich
daz	KOUS	daz	dazz
ir	DPOSA	ire	ire
swüert	NA.Neut.Akk.Pl.st	swert	swërt
sie	PPER.*.Nom.Pl.3	sie	ër
regeten	VVFIN.*.Past.Pl.3	regeten	règen
sich	PRF.Akk.*.*	sich	sich
und	KON	und	unte
daz	KOUS	daz	dazz
sie	PPER.*.Nom.Pl.3	sie	ër
lebeten	VVFIN.*.Past.Pl.3	lebeten	lëben
garwe	AVD	garwe	garwe
.	$_	.	.
	
daz	DDS.Neut.Nom.Sg.*	daz	dër
kam	VVFIN.Ind.Past.Sg.3	kam	komen
von	APPR	von	von
maneger	DIA.Fem.Dat.Sg.st	maniger	manig
varwe	NA.Fem.Dat.Sg.st	varwe	varwe
und	KON	und	unte
von	APPR	von	von
des	DDART.Neut.Gen.Sg.*	des	dër
goldes	NA.Neut.Gen.Sg.st	goldes	gold
rîcheit	NA.Fem.Dat.Sg.st	rîchheit	rîchhèit
.	$_	.	.
	
ein	DIART	ein	èin
stein	NA.Masc.Nom.Sg.st	stein	stèin
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
dar	PAVD	dâr	dâr
ûf	PAVAP	ûf	ûf
geleit	VVPP	geleit	lègen
nâch	APPR	nâch	nâh
dem	DDART.Neut.Dat.Sg.*	dem	dër
grabe	NA.Neut.Dat.Sg.st	grabe	grab
wol	AVD	wole	wole
gezieret	VVPP	gezieret	zièren
,	$_	,	,
glîcher	ADJA.Pos.Fem.Gen.Sg.st	gelîcher	gelîch
wîse	NA.Fem.Gen.Sg.st	wîse	wîse
gevisieret	VVPP	gevisieret	visièren
ouch	AVD	ouch	ouch
alsô	KO*	alsô	allsô
der	DDART.Masc.Nom.Sg.*	der	dër
understein	NA.Masc.Nom.Sg.st	understein	unterstèin
.	$_	.	.
	
swenne	AVG	swenne	swanne
diu	DDART.Fem.Nom.Sg.*	diu	dër
sunne	NA.Fem.Nom.Sg.*	sunne	sunne
schein	VVFIN.Ind.Past.Sg.3	schein	schînen
an	APPR	an	ane
daz	DDART.Neut.Akk.Sg.*	daz	dër
grap	NA.Neut.Akk.Sg.st	grap	grab
,	$_	,	,
vil	AVD	vile	vile
vaste	AVD	vaste	vaste
daz	DDART.Neut.Nom.Sg.*	daz	dër
gesmîde	NA.Neut.Nom.Sg.st	gesmîde	gesmîde
widerglaste	VVFIN.*.Past.Sg.3	widerglaste	widerglèsten
,	$_	,	,
daz	KOUS	daz	dazz
diu	DDART.Neut.Nom.Pl.*	diu	dër
ougn	NA.Neut.Nom.Pl.wk	ougen	ouge
ir	DPOSA	ire	ire
kraft	NA.Fem.Akk.Sg.st	kraft	kraft
verlurn	VVFIN.*.Past.Pl.3	verluren	verlièsen
,	$_	,	,
diu	DRELS.Fem.Nom.Sg	diu	dër
ez	PPER.Neut.Akk.Sg.3	ez	ër
durch	APPR	durch	durh
sîn	DPOSA	sîn	sîn
spaehe	NA.Fem.Akk.Sg.st	spæhe	spæhe
kurn	VVFIN.*.Past.Pl.3	kuren	kièsen
.	$_	.	.
	
daz	DDS.Neut.Nom.Sg.*	daz	dër
kam	VVFIN.Ind.Past.Sg.3	kam	komen
von	APPR	von	von
vier	CARDA.*.Dat.Pl.*	vier	vièr
sachen	NA.Fem.Dat.Pl.*	sachen	sache
,	$_	,	,
ân	APPR	âne	âne
die	DRELS.*.Akk.Pl	die	dër
niemen	DIA.*.Nom.Sg.st	nieman	nièmannd
kan	VMFIN.Ind.Pres.Sg.3	kan	kunnen
gemachen	VVINF	gemachen	gemachen
schoeniu	ADJA.Pos.Neut.Akk.Pl.st	schoeniu	schoène
bilde	NA.Neut.Akk.Pl.st	bilede	bilede
cleine	ADJD.Pos	kleine	klèine
:	$_	:	:
golt,	$_	golt	gold
silber	NA.Neut.Akk.Sg.st	silber	silber
,	$_	,	,
guot	ADJA.Pos	guot	guot
gesteine	NA.Neut.Akk.Sg.st	gesteine	gestèine
,	$_	,	,
schoeniu	ADJA.Pos.Fem.Nom.Sg.st	schoeniu	schoène
varwe	NA.Fem.Nom.Sg.*	varwe	varwe
dez	DDART.Neut.Akk.Sg.*	daz	dër
vierde	ADJS.Pos.Masc.Gen.Sg.wk	vierden	vièrd
.	$_	.	.
	
ze	APPR	ze	ze
aller	DIA.Fem.Dat.Sg.st	aller	all
der	DDART.Fem.Dat.Sg.*	der	dër
gezierde	NA.Fem.Dat.Sg.st	gezierde	gezièrede
obenân	AVD	obenân	obenân
ûf	APPR	ûf	ûf
dem	DDART.Neut.Dat.Sg.*	dem	dër
grabe	NA.Neut.Dat.Sg.st	grabe	grab
,	$_	,	,
als	KO*	als	allsô
ich	PPER.*.Nom.Sg.1	ich	ich
ez	PPER.Neut.Akk.Sg.3	ez	ër
vernomen	VVPP	vernomen	vernëmen
habe	VAFIN.*.Pres.Sg.1	habe	haben
,	$_	,	,
die	DDART.*.Nom.Pl.*	die	dër
wercmeister	NA.Masc.Nom.Pl.st	wercmeister	wërkmèister
macheten	VVFIN.*.Past.Pl.3	macheten	machen
zwei	CARDA.Neut.Akk.Pl.st	zwei	zwêne
kint	NA.Neut.Akk.Pl.st	kint	kind
alsô	KO*	alsô	allsô
sie	PPER.*.Nom.Pl.3	sie	ër
lacheten	VVFIN.*.Past.Pl.3	lacheten	lachen
und	KON	und	unte
als	KO*	als	allsô
sie	PPER.*.Nom.Pl.3	sie	ër
samet	AVD	samet	sament
spilten	VVFIN.*.Past.Pl.3	spileten	spilen
.	$_	.	.
	
blanscheflûr	NE.Nom.Sg	Blanscheflûr	Blanscheflûr
der	DDART.*.Gen.Pl.*	der	dër
milten	ADJA.Pos.*.Gen.Pl.wk	milten	milte
was	VAFIN.Ind.Past.Sg.3	was	wësen
daz	DDART.Neut.Nom.Sg.*	daz	dër
eine	CARDS.Neut.Nom.Sg.wk	eine	èin
gelîch	ADJD.Pos	gelîch	gelîch
von	APPR	von	von
golde	NA.Neut.Dat.Sg.st	golde	gold
clâr	ADJD.Pos	klâr	klâr
unde	KON	unde	unte
rîch	ADJD.Pos	rîche	rîche
,	$_	,	,
flôren	VVPP	verloren	verlièsen
daz	DDART.Neut.Nom.Sg.*	daz	dër
ander	DIS.Neut.Nom.Sg.wk	ander	ander
.	$_	.	.
	
swer	PG.Masc.Nom.Sg.st	swer	swër
sie	PPER.*.Akk.Pl.3	sie	ër
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
,	$_	,	,
und	KON	und	unte
erkander	VVFIN.*.Past.Sg.3|PPER.Masc.Nom.Sg.3	erkante|er	erkènnen|ër
wie	AVW	wie	wiè
diu	DDART.Neut.Nom.Pl.*	diu	dër
kint	NA.Neut.Nom.Pl.st	kint	kind
geschaffen	VVPP	geschaffen	schèpfen
wâren	VAFIN.Ind.Past.Pl.3	wâren	wësen
,	$_	,	,
der	DDS.*.Gen.Pl.*	der	dër
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
diu	DDART.Neut.Akk.Pl.*	diu	dër
zwei	CARDS.Neut.Akk.Pl.st	zwei	zwêne
gebâren	NA.Neut.Akk.Pl.st	gebæren	gebære
jenen	DDS.*.Dat.Pl.st	jenen	jèner
zwein	CARDS.*.Dat.Pl.st	zwein	zwêne
gelîche	AVD	gelîche	gelîche
.	$_	.	.
	
flôre	NA.Masc.Nom.Sg.st	verlore	verlor
höveschlîche	AVD	hövischlîche	hövischlîche
sîner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
friundîn	NA.Fem.Dat.Sg.st	vriuntîn	vriuntinne
eine	DIART.Fem.Akk.Sg.st	eine	èin
rôse	NA.Fem.Akk.Sg.st	rôse	rôse
bôt	VVFIN.Ind.Past.Sg.3	bôt	bièten
gemachet	VVPP	gemachet	machen
ûzer	APPR	ûzer	ûzer
golde	NA.Neut.Dat.Sg.st	golde	gold
rôt	ADJN.Neut.Dat.Sg.*	rôt	rôt
.	$_	.	.
	
dâ	AVD	dâ	dâr
widerbôt	VVFIN.Ind.Past.Sg.3	widerbôt	widerbièten
im	PPER.Masc.Dat.Sg.3	im	ër
