wer	PW.Masc.Nom.Sg.st	wer	wër
si	PPER.Fem.Nom.Sg.3	si	ër
dô	AVD	dô	dô
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
enneben	APPR	eneben	enëben
ir	PPER.Fem.Dat.Sg.3	ir	ër
rîten	VVINF	rîten	rîten
sâ	AVD	sâ	sâr
zehant	AVD	zehant	zehant
.	$_	.	.
	
den	DDART.Masc.Akk.Sg.*	den	dër
helm	NA.Masc.Akk.Sg.*	helm	hëlme
vuort	VVFIN.Ind.Past.Sg.3	vuorte	vüèren
er	PPER.Masc.Nom.Sg.3	er	ër
in	APPR	in	in
einer	DIART.Fem.Dat.Sg.st	einer	èin
hant	NA.Fem.Dat.Sg.st	hant	hant
,	$_	,	,
enwâfent	VVPP	entwâfenet	entwâfenen
was	VAFIN.Ind.Past.Sg.3	was	wësen
sîn	DPOSA	sîn	sîn
houbet	NA.Neut.Nom.Sg.st	houbet	houbet
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
vrouwe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
,	$_	,	,
erloubet	VVIMP.Pl.2	erloubet	erlouben
mir	PPER.*.Dat.Sg.1	mir	ich
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
mit	APPR	mit	mit
iu	PPER.*.Dat.Pl.2	iu	ir
var.>	VVFIN.*.Pres.Sg.1	vare	vâren
daz	DDS.Neut.Akk.Sg.*	daz	dër
widersaget	VVFIN.Ind.Pres.Sg.3	widersaget	widersagen
si	PPER.Fem.Nom.Sg.3	si	ër
im	PPER.Masc.Dat.Sg.3	im	ër
gar	AVD	gar	gare
.	$_	.	.
	
dô	AVD	dô	dô
bat	VVFIN.Ind.Past.Sg.3	bat	biten
er	PPER.Masc.Nom.Sg.3	er	ër
si	PPER.Fem.Akk.Sg.3	si	ër
sô	AVD	sô	sô
sêre	AVD	sêre	sêre
unzdaz	KOUS	unz_daz	unze_dazz
diu	DDART.Fem.Nom.Sg.*	diu	dër
maget	NA.Fem.Nom.Sg.st	maget	maged
hêre	AVD	here	hëre
in	PPER.Masc.Akk.Sg.3	in	ër
dô	AVD	dô	dô
mit	APPR	mit	mit
ir	PPER.Fem.Dat.Sg.3	ir	ër
rîten	VVINF	rîten	rîten
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
.	$_	.	.
	
dô	KOUS	dô	dô
si	PPER.Fem.Nom.Sg.3	si	ër
ir	DPOSA	ire	ire
zorn	NA.Masc,Neut.Akk.Sg.st	zorn	zorn
ein	DIART.Masc,Neut.Akk.Sg.*	ein	èin
teil	NA.Masc,Neut.Akk.Sg.st	teil	tèil
verliez	VVFIN.Ind.Past.Sg.3	verliez	verlâzen
und	KON	und	unte
ir	DPOSA	ire	ire
grôziu	ADJA.Pos.Fem.Akk.Sg.st	grôziu	grôz
swaere	NA.Fem.Akk.Sg.st	swære	swære
,	$_	,	,
dô	AVD	dô	dô
saget	VVFIN.*.Past.Sg.3	sagete	sagen
er	PPER.Masc.Nom.Sg.3	er	ër
ir	DPOSA	ire	ire
maere	NA.Fem,Neut.Akk.Sg.st	mære	mære
und	KON	und	unte
kurzet	VVFIN.*.Past.Sg.3	kürzete	kürzen
ir	PPER.Fem.Dat.Sg.3	ir	ër
die	DDART.Fem.Akk.Sg.*	die	dër
stunde	NA.Fem.Akk.Sg.st	stunde	stunte
,	$_	,	,
als	KO*	als	allsô
er	PPER.Masc.Nom.Sg.3	er	ër
beste	AVD.Sup	bezziste	bèzziste
kunde	VMFIN.*.Past.Sg.3	kunde	kunnen
,	$_	,	,
unzdaz	KOUS	unz_daz	unze_dazz
der	DDART.Masc.Nom.Sg.*	der	dër
âbent	NA.Masc.Nom.Sg.st	âbent	âbend
ane	PTKVZ	ane	ane
gie	VVFIN.Ind.Past.Sg.3	gie	gân
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
rîter	NA.Masc.Nom.Sg.st	rîtær	rîtære
,	$_	,	,
râtet	VVIMP.Pl.2	râtet	râten
wie	AVW	wie	wiè
od	KON	oder	oder
wâ	AVW	wâ	wâr
wir	PPER.*.Nom.Pl.1	wir	wir
hînt	AVD	hînaht	hînaht
belîben	VVFIN.*.Pres.Pl.1	belîben	belîben
dâ	AVD	dâ	dâr
wir	PPER.*.Nom.Pl.1	wir	wir
die	DDART.Fem.Akk.Sg.*	die	dër
naht	NA.Fem.Akk.Sg.st	naht	naht
vertrîben.>	VVFIN.*.Pres.Pl.1	vertrîben	vertrîben
<liebiu	ADJA.Pos.Fem.Nom.Sg.st	kliebiu	<unknown>
vrouwe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
,	$_	,	,
swâ	AVG	swâ	swâr
ir	DPOSA	ire	ire
welt.>	ADJD.Pos	welt	wëlet
si	VAFIN.Subj.Pres.Sg.3	sî	sîn
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
ich	PPER.*.Nom.Sg.1	ich	ich
weiz	VVFIN.Ind.Pres.Sg.1	weiz	wizzen
einen	DIART.Masc.Akk.Sg.st	einen	èin
helt	NA.Masc.Akk.Sg.st	helt	hèled
,	$_	,	,
des	DRELS.Masc.Gen.Sg	des	dër
hûs	NA.Neut.Nom.Sg.st	hûs	hûs
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
hie	AVD	hier	hièr
nâhen	AVD	nâhen	nâhene
bî	AVD	bî	bî
;	$_	;	;
ichn	PPER.*.Nom.Sg.1|PTKNEG	ich|ne	ich|ne
weiz	VVFIN.Ind.Pres.Sg.1	weiz	wizzen
ab	PTKVZ	ab	abe
wie	AVW	wie	wiè
sîn	DPOSA.Masc.Nom.Sg.*	sîn	sîn
nam	NA.Masc.Nom.Sg.*	name	name
sî	VAFIN.Subj.Pres.Sg.3	sî	sîn
,	$_	,	,
wan	KO*	wan	wante
ein	DIART	ein	èin
dinc	NA.Neut.Nom.Sg.st	dinc	ding
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
mir	PPER.*.Dat.Sg.1	mir	ich
bekant	ADJD.Pos	bekant	bekant
:	$_	:	:
ez	PPER.Neut.Nom.Sg.3	ez	ër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
umb	APPR	umbe	umbe
in	PPER.Masc.Akk.Sg.3	in	ër
alsô	AVD	alsô	allsô
gewant	VVPP	gewant	wènten
:	$_	:	:
er	PPER.Masc.Nom.Sg.3	er	ër
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
wunderlîche	ADJA.Pos.Fem.Akk.Sg.st	wunderlîche	wunterlich
sit	NA.Fem.Akk.Sg.*	sît	sîte
,	$_	,	,
dâ	PAVD	dâ	dâr
er	PPER.Masc.Nom.Sg.3	er	ër
sîn	DPOSA.Neut.Akk.Sg.*	sîn	sîn
brôt	NA.Neut.Akk.Sg.st	brôt	brôt
vristet	VVFIN.Ind.Pres.Sg.3	vristet	vristen
mit	PAVAP	mit	mite
.	$_	.	.
	
desn	DDS.Neut.Gen.Sg.*|PTKNEG	des|ne	dër|ne
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
deheiner	DIA.Fem.Gen.Sg.st	decheiner	dehèin
slahte	NA.Fem.Gen.Sg.st	slahte	slahte
rât	NA.Masc.Nom.Sg.st	rât	rât
:	$_	:	:
swer	PG.Masc.Nom.Sg.st	swer	swër
sô	PTK	sô	sô
rîters	NA.Masc.Gen.Sg.st	rîtærs	rîtære
namen	NA.Masc.Akk.Sg.*	namen	name
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
,	$_	,	,
wil	VMFIN.Ind.Pres.Sg.3	wile	wèllen
er	PPER.Masc.Nom.Sg.3	er	ër
des	DDART.Masc.Gen.Sg.*	des	dër
nahtes	NA.Masc.Gen.Sg.st	nahtes	naht
dâ	AVD	dâ	dâr
ruowe	NA.Fem.Akk.Sg.st	ruowe	ruowe
hân	VAINF	hân	haben
,	$_	,	,
ern	PPER.Masc.Nom.Sg.3|PTKNEG	er|ne	ër|ne
müeze	VMFIN.Subj.Pres.Sg.3	müeze	müèzen
in	PPER.Masc.Akk.Sg.3	in	ër
eine	AVD	eine	èine
bestân	VVINF	bestân	bestân
ûf	APPR	ûf	ûf
dem	DDART.Neut.Dat.Sg.*	dem	dër
velde	NA.Neut.Dat.Sg.st	velde	vëld
mit	APPR	mit	mit
rîterschaft	NA.Fem.Dat.Sg.st	rîterschaft	rîtæreschaft
.	$_	.	.
	
und	KON	und	unte
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
er	PPER.Masc.Nom.Sg.3	er	ër
dan	AVD	danne	danne
sô	AVD	sô	sô
manhaft	ADJD.Pos	manhaft	mannhaft
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
in	PPER.Masc.Akk.Sg.3	in	ër
überwindet	VVFIN.Ind.Pres.Sg.3	überwindet	überwinten
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
sagiu	VVFIN.*.Pres.Sg.1|PPER.*.Dat.Pl.2	sage|iu	sagen|ir
daz	DDS.Neut.Akk.Sg.*	daz	dër
:	$_	:	:
er	PPER.Masc.Nom.Sg.3	er	ër
vindet	VVFIN.Ind.Pres.Sg.3	vindet	vinden
von	APPR	von	von
gemache	NA.Masc,Neut.Dat.Sg.st	gemache	gemach
dâ	AVD	dâ	dâr
swes	PG.Neut.Gen.Sg.st	swes	swër
er	PPER.Masc.Nom.Sg.3	er	ër
gert	VVFIN.Ind.Pres.Sg.3	gert	gëren
,	$_	,	,
wand	KO*	wande	wante
er	PPER.Masc.Nom.Sg.3	er	ër
wirt	VAFIN.Ind.Pres.Sg.3	wirdet	wërden
von	APPR	von	von
im	PPER.Masc.Dat.Sg.3	im	ër
gewert	VVPP	gewert	gewëren
sô	AVD	sô	sô
guoter	ADJA.Pos.Fem.Gen.Sg.st	guoter	guot
handelunge	NA.Fem.Gen.Sg.st	handelunge	hantelunge
dâ	AVD	dâ	dâr
die	DRELS.Fem.Akk.Sg	die	dër
niemen	DIA.*.Nom.Sg.st	nieman	nièmannd
vünde	VVFIN.Subj.Pres.Sg.3	vünde	vinden
anderswâ	AVD	anderswâ	andereswâr
.	$_	.	.
	
stichet	VVFIN.Ind.Pres.Sg.3	stichet	stëchen
ab	KOUS	ap	obe
in	PPER.Masc.Akk.Sg.3	in	ër
der	DDART.Masc.Nom.Sg.*	der	dër
wirt	NA.Masc.Nom.Sg.st	wirt	wirt
nider	PTKVZ	nider	nidere
,	$_	,	,
sô	AVD	sô	sô
muoz	VMFIN.Ind.Pres.Sg.3	muoz	müèzen
er	PPER.Masc.Nom.Sg.3	er	ër
danne	AVD	danne	danne
blôzer	ADJD.Pos	blôzer	blôz
widerscheiden	VVINF	widerscheiden	widerschèiden
gar	AVD	gar	gare
ân	APPR	âne	âne
sîne	DPOSA.Fem.Akk.Sg.st	sîne	sîn
habe	NA.Fem.Akk.Sg.st	habe	habe
.	$_	.	.
	
mich	PPER.*.Akk.Sg.1	mich	ich
dunket	VVFIN.Ind.Pres.Sg.3	dunket	dunken
guot	ADJD.Pos	guot	guot
wir	PPER.*.Nom.Pl.1	wir	wir
tuon	VVFIN.*.Pres.Pl.1	tuon	tuon
uns	PRF.Akk.Pl.st	uns	wir
abe	PTKVZ	abe	abe
der	DDART.Fem.Dat.Sg.*	der	dër
ruowe	NA.Fem.Dat.Sg.st	ruowe	ruowe
und	KON	und	unte
rîtern	NA.Masc.Dat.Pl.st	rîtærn	rîtære
anderswâ	AVD	anderswâ	andereswâr
:	$_	:	:
si	PPER.Fem.Nom.Sg.3	si	ër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
boese	ADJD.Pos	boese	boèse
ze	APPR	ze	ze
gewinnen	NA.Neut.Dat.Sg.st	gewinnen	gewinnen
dâ.>	KOUS	daz	dazz
diu	DDART.Fem.Nom.Sg.*	diu	dër
rede	NA.Fem.Nom.Sg.*	rede	rède
misseviel	VVFIN.Ind.Past.Sg.3	misseviel	missevallen
im	PPER.Masc.Dat.Sg.3	im	ër
sâ	AVD	sâ	sâr
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
vrouwe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
,	$_	,	,
nein	ITJ	nein	nèin
,	$_	,	,
durch	APPR	durch	durh
got	NA.Masc.Akk.Sg.st	got	got
!	$_	!	!
	
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
allez	DIA.Neut.Akk.Sg.st	allez	all
iuwer	DPOSA	iuwer	iuwer
gebot	NA.Neut.Akk.Sg.st	gebot	gebot
leisten	VVINF	leisten	lèisten
an	APPR	an	ane
andern	DIA.*.Dat.Pl.st	andern	ander
dingen	NA.Neut.Dat.Pl.st	dingen	ding
;	$_	;	;
mir	PPER.*.Dat.Sg.1	mir	ich
muoz	VMFIN.Ind.Pres.Sg.3	muoz	müèzen
hie	AVD	hier	hièr
gelingen	VVINF	gelingen	gelingen
,	$_	,	,
od	KON	oder	oder
ich	PPER.*.Nom.Sg.1	ich	ich
verliuse	VVFIN.*.Pres.Sg.1	verliese	verlièsen
swaz	PG.Neut.Akk.Sg.st	swaz	swër
ich	PPER.*.Nom.Sg.1	ich	ich
hân.>	AVD	hân	hâne
er	PPER.Masc.Nom.Sg.3	er	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
des	DDART.Masc,Neut.Gen.Sg.*	des	dër
muotes	NA.Masc,Neut.Gen.Sg.st	muotes	muot
gar	AVD	gar	gare
ein	DIART	ein	èin
man	NA.Masc.Nom.Sg.st	man	mann
,	$_	,	,
wand	KO*	wande	wante
er	PPER.Masc.Nom.Sg.3	er	ër
daz	DDS.Neut.Akk.Sg.*	daz	dër
nie	AVD	nie	niè
gevlôch	VVFIN.Ind.Past.Sg.3	gevlôch	gevlièhen
swaz	PG.Neut.Nom.Sg.st	swaz	swër
ze	APPR	ze	ze
manheit	NA.Fem.Dat.Sg.st	manheit	mannhèit
gezôch	VVFIN.Ind.Past.Sg.3	gezôch	gezièhen
dâne	AVD|PTKNEG	dâ|ne	dâr|ne
waere	VAFIN.Subj.Past.Sg.3	wære	wësen
er	PPER.Masc.Nom.Sg.3	er	ër
starke	AVD	starke	starke
gerne	AVD	gerne	gërne
mit	PTKVZ	mit	mite
;	$_	;	;
daz	DDS.Neut.Nom.Sg.*	daz	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
von	APPR	von	von
kinde	NA.Neut.Dat.Sg.st	kinde	kind
ie	AVD	ie	iè
sîn	DPOSA	sîn	sîn
sit	NA.Fem,Masc.Nom.Sg.*	sît	site
.	$_	.	.
	
daz	DDART.Neut.Nom.Sg.*	daz	dër
hûs	NA.Neut.Nom.Sg.st	hûs	hûs
was	VAFIN.Ind.Past.Sg.3	was	wësen
im	PPER.Masc.Dat.Sg.3	im	ër
sô	AVD	sô	sô
nâhen	ADJD.Pos	nâhen	nâh
daz	KOUS	daz	dazz
si	PPER.*.Nom.Pl.3	si	ër
dar	PAVD	dâr	dâr
abe	PAVAP	abe	abe
sâhen	VVFIN.Ind.Past.Pl.3	sâhen	sëhen
den	DDART.Masc.Akk.Sg.*	den	dër
gast	NA.Masc.Akk.Sg.st	gast	gast
gewâfent	VVPP	gewâfenet	wâfenen
rîten	VVINF	rîten	rîten
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
wirt	NA.Masc.Nom.Sg.st	wirt	wirt
wolde	VMFIN.*.Past.Sg.3	wolte	wèllen
niht	PTKNEG	niht	niht
bîten	VVINF	bîten	bîten
;	$_	;	;
sînen	DPOSA.Masc.Akk.Sg.st	sînen	sîn
harnasch	NA.Masc.Akk.Sg.st	harnasch	harnasch
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
er	PPER.Masc.Nom.Sg.3	er	ër
bringen	VVINF	bringen	bringen
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
wânde	VVFIN.*.Past.Sg.3	wânte	wænen
im	PPER.Masc.Dat.Sg.3	im	ër
solde	VMFIN.*.Past.Sg.3	solte	solen
gelingen	VVINF	gelingen	gelingen
als	KO*	als	allsô
im	PPER.Masc.Dat.Sg.3	im	ër
ofte	AVD	ofte	ofte
ê	AVD	êr	êr
was	VAFIN.Ind.Past.Sg.3	was	wësen
getân	VVPP	getân	tuon
.	$_	.	.
	
leider	AVD	leider	lèider
,	$_	,	,
dô	AVD	dô	dô
trouc	VVFIN.Ind.Past.Sg.3	trouc	tragen
in	PPER.Masc.Akk.Sg.3	in	ër
sîn	DPOSA	sîn	sîn
wân	NA.Masc.Nom.Sg.st	wân	wân
!	$_	!	!
	
im	PPER.Masc.Dat.Sg.3	im	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
ze	PTKA	ze	ze
gâch	ADJD.Pos	gâch	gâh
an	APPR	an	ane
die	DDART.Fem.Akk.Sg.*	die	dër
vart	NA.Fem.Akk.Sg.st	vart	vart
.	$_	.	.
	
zehant	AVD	zehant	zehant
als	KO*	als	allsô
er	PPER.Masc.Nom.Sg.3	er	ër
gewâfent	VVPP	gewâfenet	wâfenen
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
,	$_	,	,
dô	AVD	dô	dô
brâhten	VVFIN.Ind.Past.Pl.3	brâhten	bringen
im	PPER.Masc.Dat.Sg.3	im	ër
die	DDART.Masc.Nom.Pl.*	die	dër
knappen	NA.Masc.Nom.Pl.*	knappen	knappe
dar	AVD	dar	dâr
ein	DIART.Neut.Akk.Sg.*	ein	èin
ors	NA.Neut.Akk.Sg.st	ors	ors
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
bedecket	VVPP	bedecket	bedècken
gar	AVD	gar	gare
mit	APPR	mit	mit
einer	DIART.Fem.Dat.Sg.st	einer	èin
grôpiere	NA.Fem.Dat.Sg.st	gropiere	grobière
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
wirt	NA.Masc.Nom.Sg.st	wirt	wirt
was	VAFIN.Ind.Past.Sg.3	was	wësen
vil	AVD	vile	vile
schiere	AVD	schiere	schière
ûf	APPR	ûf	ûf
daz	DDART.Neut.Akk.Sg.*	daz	dër
ors	NA.Neut.Akk.Sg.st	ors	ors
gesprungen	VVPP	gesprungen	springen
.	$_	.	.
	
die	DDART.*.Nom.Pl.*	die	dër
garzûn	NA.Masc.Nom.Pl.st	garzûne	garzûn
nâch	APPR	nâch	nâh
im	PPER.Masc.Dat.Sg.3	im	ër
drungen	VVFIN.*.Past.Pl.3	drungen	dringen
;	$_	;	;
die	DDS.*.Nom.Pl.*	die	dër
truogen	VVFIN.*.Past.Pl.3	truogen	tragen
schilt	NA.Masc.Akk.Sg.st	schilt	schilt
unde	KON	unde	unte
sper	NA.Neut.Akk.Sg.st	sper	spër
.	$_	.	.
	
si	PPER.Masc.Nom.Pl.3	si	ër
liefen	VVFIN.*.Past.Pl.3	liefen	loufen
ûz	PTKVZ	ûz	ûz
nâch	APPR	nâch	nâh
im	PPER.Masc.Dat.Sg.3	im	ër
her	AVD	her	hëre
vaste	AVD	vaste	vaste
vür	APPR	vür	vüre
den	DDART.Masc.Akk.Sg.*	den	dër
burcgraben	NA.Masc.Akk.Sg.wk	burcgraben	burggrabe
.	$_	.	.
	
si	PPER.*.Nom.Pl.3	si	ër
wolden	VMFIN.*.Past.Pl.3	wolten	wèllen
daz	DDS.Neut.Akk.Sg.*	daz	dër
gewis	ADJD.Pos	gewis	gewiss
haben	VAINF	haben	haben
si	PPER.*.Nom.Pl.3	si	ër
würden	VAFIN.*.Past.Pl.3	wurden	wërden
alle	DID.*.Nom.Pl.st	alle	all
rîche	ADJD.Pos	rîche	rîche
;	$_	;	;
sô	AVD	sô	sô
geriet	VVFIN.Ind.Past.Sg.3	geriet	gerâten
ez	PPER.Neut.Nom.Sg.3	ez	ër
mislîche	AVD	misselîche	misselîche
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
gast	NA.Masc.Nom.Sg.st	gast	gast
den	DDART.Masc.Akk.Sg.*	den	dër
helm	NA.Masc.Akk.Sg.*	helm	hëlme
ûf	PTKVZ	ûf	ûf
bant	VVFIN.Ind.Past.Sg.3	bant	binten
;	$_	;	;
von	APPR	von	von
der	DDART.Fem.Dat.Sg.*	der	dër
strâze	NA.Fem.Dat.Sg.st	strâze	strâze
kêrt	VVFIN.*.Past.Sg.3	kêrte	kêren
er	PPER.Masc.Nom.Sg.3	er	ër
zehant	AVD	zehant	zehant
gegen	APPR	gegen	gègen
dem	DDART.Masc.Dat.Sg.*	dem	dër
wirte	NA.Masc.Dat.Sg.st	wirte	wirt
ûf	APPR	ûf	ûf
die	DDART.Fem.Akk.Sg.*	die	dër
plân	NA.Fem.Akk.Sg.st	plân	plâne
.	$_	.	.
	
si	PPER.*.Nom.Pl.3	si	ër
liezen	VVFIN.*.Past.Pl.3	liezen	lâzen
zuo	APPR	zuo	ze
einander	DIA	einander	èinander
gân	VVINF	gân	gân
swaz	PG.Neut.Akk.Sg.st	swaz	swër
diu	DDART.Neut.Nom.Pl.*	diu	dër
ors	NA.Neut.Nom.Pl.st	ors	ors
mohten	VMFIN.*.Past.Pl.3	mohten	mügen
gevarn	VVINF	gevarn	gevaren
.	$_	.	.
	
si	PPER.*.Nom.Pl.3	si	ër
kunden	VMFIN.*.Past.Pl.3	kunden	kunnen
sich	PRF.Akk.*.*	sich	sich
beide	DID.*.Nom.Pl.st	beide	bèide
wol	AVD	wole	wole
bewarn	VVINF	bewarn	bewaren
;	$_	;	;
iedoch	AVD	iedoch	ièdoh
sô	AVD	sô	sô
stach	VVFIN.Ind.Past.Sg.3	stach	stëchen
der	DDART.Masc.Nom.Sg.*	der	dër
junge	ADJA.Pos.Masc.Nom.Sg.wk	junge	jung
gast	NA.Masc.Nom.Sg.st	gast	gast
sîn	DPOSA	sîn	sîn
sper	NA.Neut.Akk.Sg.st	sper	spër
daz	KOUS	daz	dazz
ez	PPER.Neut.Nom.Sg.3	ez	ër
durch	APPR	durch	durh
in	PPER.Masc.Akk.Sg.3	in	ër
brast	VVFIN.Ind.Past.Sg.3	brast	brësten
anderhalbe	AVD	anderhalbe	anderhalben
eins	DIART.Neut.Gen.Sg.st	eines	èin
klâfters	NA.Neut.Gen.Sg.st	klafters	klafter
lanc	ADJD.Pos	lanc	lang
.	$_	.	.
	
ez	PPER.Neut.Nom.Sg.3	ez	ër
geschach	VVFIN.Ind.Past.Sg.3	geschach	geschëhen
ein	DIART	ein	èin
teil	NA.Masc,Neut.Nom.Sg.st	teil	tèil
ân	APPR	âne	âne
sînen	DPOSA.Masc.Akk.Sg.st	sînen	sîn
danc	NA.Masc.Akk.Sg.st	danc	dank
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
in	PPER.Masc.Akk.Sg.3	in	ër
alsô	AVD	alsô	allsô
hêt	VAFIN.*.Past.Sg.3	hæte	haben
erslagen	VVPP	erslagen	erslahen
;	$_	;	;
daz	DDS.Neut.Akk.Sg.*	daz	dër
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
iu	PPER.*.Dat.Pl.2	iu	ir
vür	APPR	vür	vüre
wâr	NA.Neut.Akk.Sg.st	wâr	wâr
sagen	VVINF	sagen	sagen
,	$_	,	,
wand	KO*	wande	wante
er	PPER.Masc.Nom.Sg.3	er	ër
begundez	VVFIN.*.Past.Sg.3|PPER.Neut.Akk.Sg.3	begunde|ez	beginnen|ër
von	APPR	von	von
herzen	NA.Neut.Dat.Sg.wk	herzen	hërze
klagen	VVINF	klagen	klagen
.	$_	.	.
	
sich	PRF.Akk.*.*	sich	sich
huop	VVFIN.Ind.Past.Sg.3	huop	hèben
ein	DIART	ein	èin
jaemerlîchiu	ADJA.Pos.Fem.Nom.Sg.st	jâmerlîchiu	jâmerlich
nôt	NA.Fem.Nom.Sg.st	nôt	nôt
dô	KOUS	dô	dô
si	PPER.*.Nom.Pl.3	si	ër
gesâhen	VVFIN.Ind.Past.Pl.3	gesâhen	gesëhen
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
tôt	ADJD.Pos	tôt	tôt
von	APPR	von	von
dem	DDART.Neut.Dat.Sg.*	dem	dër
orse	NA.Neut.Dat.Sg.st	orse	ors
viel	VVFIN.Ind.Past.Sg.3	viel	vallen
ûf	APPR	ûf	ûf
daz	DDART.Neut.Akk.Sg.*	daz	dër
gras	NA.Neut.Akk.Sg.st	gras	gras
.	$_	.	.
	
swaz	PG.Neut.Nom.Sg.st	swaz	swër
dâ	AVD	dâ	dâr
ingesindes	NA.Neut.Gen.Sg.st	ingesindes	ingesinde
was	VAFIN.Ind.Past.Sg.3	was	wësen
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
huop	VVFIN.Ind.Past.Sg.3	huop	hèben
sich	PRF.Akk.*.*	sich	sich
mit	APPR	mit	mit
klage	NA.Fem.Dat.Sg.st	klage	klage
dar	AVD	dar	dâr
.	$_	.	.
	
diu	DDART.Fem.Nom.Sg.*	diu	dër
juncvrouwe	NA.Fem.Nom.Sg.*	juncvrouwe	jungvrouwe
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
nu	AVD	nû	nû
nemt	VVIMP.Pl.2	nemet	nëmen
war	NA.Neut.Akk.Sg.st	wâr	wâr
welch	DWA.Neut.Akk.Sg.*	welich	wèlich
ein	DIART.Masc,Neut.Akk.Sg.*	ein	èin
mort	NA.Masc,Neut.Akk.Sg.st	mort	mord
ir	PPER.*.Nom.Pl.2	ir	ir
habt	VAFIN.*.Pres.Pl.2	habet	haben
getân	VVPP	getân	tuon
!	$_	!	!
	
wir	PPER.*.Nom.Pl.1	wir	wir
mugen	VMFIN.*.Pres.Pl.1	mügen	mügen
hie	AVD	hier	hièr
nu	AVD	nû	nû
niht	PTKNEG	niht	niht
bestân	VVINF	bestân	bestân
;	$_	;	;
wir	PPER.*.Nom.Pl.1	wir	wir
sulen	VMFIN.*.Pres.Pl.1	sulen	solen
vürbaz	AVD	vürebaz	vürebazz
rîten	VVINF	rîten	rîten
,	$_	,	,
dâ	AVD	dâ	dâr
wir	PPER.*.Nom.Pl.1	wir	wir
des	DDART.Masc.Gen.Sg.*	des	dër
tages	NA.Masc.Gen.Sg.st	tages	tag
bîten	VVFIN.*.Pres.Pl.1	bîten	bîten
,	$_	,	,
ê	KOUS	êr	êr
si	PPER.*.Nom.Pl.3	si	ër
hie	AVD	hier	hièr
mit	APPR	mit	mit
uns	PPER.*.Dat.Pl.1	uns	wir
strîten.>	NA.Neut.Dat.Sg.st	strîtene	strîten
der	DDART.Fem.Gen.Sg.*	der	dër
geschiht	NA.Fem.Gen.Sg.st	geschiht	geschiht
wâren	VAFIN.Ind.Past.Pl.3	wâren	wësen
si	PPER.*.Nom.Pl.3	si	ër
vil	AVD	vile	vile
unvrô	ADJD.Pos	unvrô	unvrô
;	$_	;	;
von	APPR	von	von
dem	DDART.Masc.Dat.Sg.*	dem	dër
tôten	ADJA.Pos.Masc.Dat.Sg.wk	tôten	tôt
îlten	VVFIN.*.Past.Pl.3	îlten	îlen
si	PPER.*.Nom.Pl.3	si	ër
dô	AVD	dô	dô
bî	APPR	bî	bî
einem	DIART.Neut.Dat.Sg.st	einem	èin
wazzer	NA.Neut.Dat.Sg.st	wazzer	wazzer
hin	AVD	hin	hine
ze	APPR	ze	ze
