rîchiu	ADJA.Pos.Fem.Nom.Sg.st	rîchiu	rîche
daz	DDART.Neut.Akk.Sg.*	daz	dër
wunder	NA.Neut.Akk.Sg.st	wunder	wunter
taete	VVFIN.*.Past.Sg.3	tete	tuon
.	$_	.	.
	
ez	PPER.Neut.Nom.Sg.3	ez	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
ouch	AVD	ouch	ouch
gar	AVD	gar	gare
bezeichenlich	ADJD.Pos	bezeichenlich	bezèichenlich
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
künec	NA.Masc.Nom.Sg.st	küninc	küning
kêrte	VVFIN.Ind.Past.Sg.3	kêrte	kêren
dannen	AVD	dannen	dannen
sich	PRF.Akk.*.*	sich	sich
und	KON	und	unte
rief	VVFIN.Ind.Past.Sg.3	rief	ruofen
sînen	DPOSA.*.Dat.Pl.st	sînen	sîn
meistern	NA.Masc.Dat.Pl.st	meistern	mèister
dar	AVD	dar	dâr
daz	KOUS	daz	dazz
sie	PPER.*.Nom.Pl.3	sie	ër
des	DDART.Neut.Gen.Sg.*	des	dër
wunders	NA.Neut.Gen.Sg.st	wunders	wunter
naemen	VVFIN.Subj.Past.Pl.3	næmen	nëmen
war	NA.Fem.Akk.Sg.st	war	ware
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
bezeichenlîche	AVD	bezeichenlîche	bezèichenlîche
sie	PPER.*.Akk.Pl.3	sie	ër
nâch	APPR	nâch	nâh
der	DDART.Fem.Dat.Sg.*	der	dër
bezeichenunge	NA.Fem.Dat.Sg.st	bezeichenunge	bezèichenunge
hie	AVD	hier	hièr
liezen	VVINF	liezen	lièzen
.	$_	.	.
	
balde	AVD	balde	balde
daz	DDS.Neut.Nom.Sg.*	daz	dër
geschach	VVFIN.Ind.Past.Sg.3	geschach	geschëhen
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
wîsest	ADJA.Pos.Masc.Nom.Sg.*	wîsest	wîse
under	APPR	under	unter
in	PPER.*.Dat.Pl.3	in	ër
dô	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
<herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
weiz	VVFIN.Ind.Pres.Sg.1	weiz	wizzen
von	APPR	von	von
listen	NA.Fem,Masc.Dat.Pl.st	listen	list
wol	AVD	wole	wole
waz	PW.Neut.Akk.Sg.st	waz	wër
diz	DDA.Neut.Nom.Sg.*	diz	dise
wunder	NA.Neut.Nom.Sg.st	wunder	wunter
diuten	VVINF	diuten	diuten
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
:	$_	:	:
ein	DIART.Masc.Nom.Sg.*	ein	èin
sun	NA.Masc.Nom.Sg.st	sun	sun
wirt	VAFIN.Ind.Pres.Sg.3	wirdet	wërden
von	APPR	von	von
dir	PPER.*.Dat.Sg.2	dir	dû
geborn	VVPP	geboren	gebëren
der	DRELS.Masc.Nom.Sg	der	dër
dir	PPER.*.Dat.Sg.2	dir	dû
ze	APPR	ze	ze
erben	NA.Masc.Dat.Sg.wk	erben	èrbe
wirt	VAFIN.Ind.Pres.Sg.3	wirdet	wërden
erkorn	VVPP	erkoren	erkièsen
nâch	APPR	nâch	nâh
dir	PPER.*.Dat.Sg.2	dir	dû
in	APPR	in	in
dem	DDART.Neut.Dat.Sg.*	dem	dër
lande	NA.Neut.Dat.Sg.st	lande	lant
dîn	DPOSN.Neut.Dat.Sg.*	dîn	dîn
,	$_	,	,
den	DDS.*.Dat.Pl.*	den	dër
diutet	VVFIN.Ind.Pres.Sg.3	diutet	diuten
sus	AVD	sus	sus
diz	DDA.Neut.Nom.Sg.*	diz	dise
würmelîn	NA.Neut.Nom.Sg.st	würmelîn	wurmelîn
.	$_	.	.
	
daz	DDART.Neut.Nom.Sg.*	daz	dër
ei	ITJ	ei	èi
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
sinewel	ADJD.Pos	sinewel	sinewëll
erkant	VVPP	erkant	erkènnen
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
diutet	VVFIN.Ind.Pres.Sg.3	diutet	diuten
aller	DIA.Fem.Gen.Sg.st	aller	all
welte	NA.Fem.Gen.Sg.st	werelte	wërelt
lant	NA.Neut.Nom.Sg.st	lant	lant
diu	DRELS.Fem.Nom.Sg	diu	dër
sîn	DPOSA	sîn	sîn
hant	NA.Fem.Nom.Sg.st	hant	hant
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
betwingen	VVINF	betwingen	bedwingen
.	$_	.	.
	
zinslîche	AVD	zinslîche	zinslîche
müezen	VMFIN.*.Pres.Pl.3	müezen	müèzen
dingen	VVINF	dingen	dingen
mit	APPR	mit	mit
im	PPER.Masc.Dat.Sg.3	im	ër
elliu	DIA.Neut.Nom.Pl.st	alliu	all
rîche	NA.Neut.Nom.Pl.st	rîche	rîche
,	$_	,	,
mit	APPR	mit	mit
kraft	NA.Fem.Dat.Sg.st	kraft	kraft
gewalteclîche	AVD	gewalticlîche	gewaltiglîche
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
elliu	DIA.Neut.Akk.Pl.st	alliu	all
lant	NA.Neut.Akk.Pl.st	lant	lant
umbevarn	VVINF	umbevarn	umbevaren
des	DDART.Masc.Gen.Sg.*	des	dër
wunsches	NA.Masc.Gen.Sg.st	wunsches	wunsch
und	KON	und	unte
der	DDART.Fem.Gen.Sg.*	der	dër
saelden	NA.Fem.Gen.Sg.st	sælden	sælede
barn	NA.Neut.Nom.Sg.st	barn	barn
.	$_	.	.
	
aller	DIA.Fem.Gen.Sg.st	aller	all
welte	NA.Fem.Gen.Sg.st	werelte	wërelt
unmüezekeit	NA.Fem.Akk.Sg.st	unmüezicheit	unmüèzighèit
wirt	VAFIN.Ind.Pres.Sg.3	wirdet	wërden
er	PPER.Masc.Nom.Sg.3	er	ër
an	APPR	an	ane
prîze	NA.Masc.Dat.Sg.st	prîze	prîz
vür	PTKVZ	vür	vüre
geleit	VVPP	geleit	lègen
er	PPER.Masc.Nom.Sg.3	er	ër
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
mit	APPR	mit	mit
kraft	NA.Fem.Dat.Sg.st	kraft	kraft
und	KON	und	unte
ouch	AVD	ouch	ouch
mit	APPR	mit	mit
tugent	NA.Fem.Dat.Sg.st	tugent	tugende
in	APPR	in	in
sîner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
loberîcher	ADJA.Pos.Fem.Dat.Sg.st	loberîcher	loberîche
jugent	NA.Fem.Dat.Sg.st	jugent	jugend
bejagn	VVINF	bejagen	bejagen
ein	DIART.Neut.Akk.Sg.*	ein	èin
lop	NA.Neut.Akk.Sg.st	lop	lob
daz	DRELS.Neut.Nom.Sg	daz	dër
iemer	AVD	iemer	ièmer
wert	VVFIN.Ind.Pres.Sg.3	wert	wëren
,	$_	,	,
sîn	DPOSA.Masc.Nom.Sg.*	sîn	sîn
hôher	ADJA.Pos.Masc.Nom.Sg.st	hôher	hôh
name	NA.Masc.Nom.Sg.*	name	name
niht	PTKNEG	niht	niht
endes	NA.Masc,Neut.Gen.Sg.st	endes	ènte
gert	VVFIN.Ind.Pres.Sg.3	gert	gëren
an	APPR	an	ane
dem	DDART.Masc.Dat.Sg.*	dem	dër
werden	ADJA.Pos.Masc.Dat.Sg.wk	werden	wërd
prîse	NA.Masc.Dat.Sg.st	prîse	prîs
.	$_	.	.
	
sô	KO*	sô	sô
dan	AVD	danne	danne
der	DDART.Masc.Nom.Sg.*	der	dër
degen	NA.Masc.Nom.Sg.st	degen	dëgen
wîse	ADJN.Masc.Nom.Sg.wk	wîse	wîse
ze	APPR	ze	ze
lande	NA.Neut.Dat.Sg.st	lande	lant
wendet	VVFIN.Ind.Pres.Sg.3	wendet	wènten
sîne	DPOSA.Fem.Akk.Sg.st	sîne	sîn
kunft	NA.Fem.Akk.Sg.st	kunft	kumft
nâch	APPR	nâch	nâh
vil	AVD	vile	vile
hôher	ADJA.Pos.Fem.Dat.Sg.st	hôher	hôh
sigenunft	NA.Fem.Dat.Sg.st	sigenumft	sigenumft
,	$_	,	,
sîn	DPOSA	sîn	sîn
junger	ADJA.Pos.Masc.Nom.Sg.st	junger	jung
lîp	NA.Masc.Nom.Sg.st	lîp	lîb
verdirbet	VVFIN.Ind.Pres.Sg.3	verdirbet	verdërben
,	$_	,	,
sîn	DPOSA.Fem.Nom.Sg.*	sîn	sîn
blüendiu	ADJA.Pos.Fem.Nom.Sg.st	blüejentiu	blüèjen
jugent	NA.Fem.Nom.Sg.st	jugent	jugend
erstirbet	VVFIN.Ind.Pres.Sg.3	erstirbet	erstërben
.	$_	.	.
	
alsus	AVD	alsus	allsus
muoz	VMFIN.Ind.Pres.Sg.3	muoz	müèzen
er	PPER.Masc.Nom.Sg.3	er	ër
verderben	VVINF	verderben	verdërben
und	KON	und	unte
in	APPR	in	in
dem	DDART.Masc.Dat.Sg.*	dem	dër
wunsche	NA.Masc.Dat.Sg.st	wunsche	wunsch
ersterben.>	VVINF	ersterben	erstërben
dô	KOUS	dô	dô
ich	PPER.*.Nom.Sg.1	ich	ich
des	DDS.Neut.Gen.Sg.*	des	dër
ebenmâze	NA.Fem.Akk.Sg.st	ebenmâze	ëbenmâze
las	VVFIN.Ind.Past.Sg.1	las	lësen
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
jach	VVFIN.Ind.Past.Sg.1	jach	jëhen
und	KON	und	unte
gihe	VVFIN.Ind.Pres.Sg.1	jihe	jëhen
daz	KOUS	daz	dazz
si	PPER.Fem.Nom.Sg.3	si	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
rehte	AVD	rehte	rëhte
gebenmâzet	VVPP	geebenmâzet	geëbenmâzen
dar	AVD	dar	dâr
,	$_	,	,
swer	PG.Masc.Nom.Sg.st	swer	swër
ez	PPER.Neut.Akk.Sg.3	ez	ër
nimt	VVFIN.Ind.Pres.Sg.3	nimet	nëmen
ze	APPR	ze	ze
rehte	NA.Neut.Dat.Sg.st	rehte	rëht
war	NA.Fem.Akk.Sg.st	war	ware
,	$_	,	,
der	DDS.Masc.Nom.Sg.*	der	dër
muoz	VMFIN.Ind.Pres.Sg.3	muoz	müèzen
mir	PPER.*.Dat.Sg.1	mir	ich
des	DDS.Neut.Gen.Sg.*	des	dër
volge	NA.Fem.Akk.Sg.st	volge	volge
jehn	VVINF	jehen	jëhen
,	$_	,	,
wil	VMFIN.Ind.Pres.Sg.3	wile	wèllen
er	PPER.Masc.Nom.Sg.3	er	ër
die	DDART.Fem.Akk.Sg.*	die	dër
wârheit	NA.Fem.Akk.Sg.st	wârheit	wârhèit
ane	PTKVZ	ane	ane
sehn	VVINF	sehen	sëhen
:	$_	:	:
daz	KOUS	daz	dazz
ei	AVD	ie	iè
und	KON	und	unte
ouch	AVD	ouch	ouch
daz	DDART.Neut.Nom.Sg.*	daz	dër
komende	ADJA.Pos.Neut.Nom.Sg.wk	komente	komen
kint	NA.Neut.Nom.Sg.st	kint	kind
gelîch	ADJD.Pos	gelîch	gelîch
dem	DDART.Masc.Dat.Sg.*	dem	dër
künge	NA.Masc.Dat.Sg.st	küninge	küning
sippe	ADJD.Pos	sippe	sippe
sint	VAFIN.Ind.Pres.Pl.3	sint	sîn
:	$_	:	:
daz	DDART.Neut.Akk.Sg.*	daz	dër
kint	NA.Neut.Akk.Sg.st	kint	kind
er	PPER.Masc.Nom.Sg.3	er	ër
im	PPER.Masc.Dat.Sg.3	im	ër
ze	APPR	ze	ze
kinde	NA.Neut.Dat.Sg.st	kinde	kind
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
daz	DRELS.Neut.Nom.Sg	daz	dër
von	APPR	von	von
dem	DDART.Masc.Dat.Sg.*	dem	dër
zouberaere	NA.Masc.Dat.Sg.st	zouberære	zouberære
kam	VVFIN.Ind.Past.Sg.3	kam	komen
.	$_	.	.
	
daz	DDS.Neut.Nom.Sg.*	daz	dër
ei	ITJ	ei	èi
braht	VVFIN.Ind.Past.Sg.3	brâhte	bringen
im	PPER.Masc.Dat.Sg.3	im	ër
daz	DDART.Neut.Nom.Sg.*	daz	dër
vogelîn	NA.Neut.Nom.Sg.st	vogellîn	vogellîn
:	$_	:	:
der	DDART.Masc.Nom.Sg.*	der	dër
vogel	NA.Masc.Nom.Sg.st	vogel	vogel
muoz	VMFIN.Ind.Pres.Sg.3	muoz	müèzen
gelîchet	VVPP	gelîchet	lîchen
sîn	VAINF	sîn	sîn
dem	DDART.Masc.Dat.Sg.*	dem	dër
wîsen	ADJA.Pos.Masc.Dat.Sg.wk	wîsen	wîse
zouberaere	NA.Masc.Dat.Sg.st	zouberære	zouberære
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
zouberlîchiu	ADJA.Pos.Neut.Nom.Pl.st	zouberlîchiu	zouberlich
maere	NA.Neut.Akk.Pl.st	mære	mære
im	PPER.Masc.Dat.Sg.3	im	ër
einen	DIART.Masc.Akk.Sg.st	einen	èin
erben	NA.Masc.Akk.Sg.wk	erben	èrbe
hânt	VAFIN.Ind.Pres.Pl.3	hânt	haben
ertrogn	VVPP	ertrogen	ertriègen
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
vogel	NA.Masc.Nom.Sg.st	vogel	vogel
der	DRELS.Masc.Nom.Sg	der	dër
im	PPER.Masc.Dat.Sg.3	im	ër
kam	VVFIN.Ind.Past.Sg.3	kam	komen
gevlogn	VVPP	gevlogen	vliègen
,	$_	,	,
brâht	VVFIN.Ind.Past.Sg.3	brâhte	bringen
im	PPER.Masc.Dat.Sg.3	im	ër
bezeichenlîche	AVD	bezeichenlîche	bezèichenlîche
daz	DDART.Neut.Akk.Sg.*	daz	dër
kint	NA.Neut.Akk.Sg.st	kint	kind
an	APPR	an	ane
saelden	NA.Fem.Gen.Pl.*	sælden	sælede
rîche	NA.Neut.Dat.Sg.st	rîche	rîche
.	$_	.	.
	
die	DDART.Fem.Akk.Sg.*	die	dër
verre	ADJA.Pos.Fem.Akk.Sg.st	verre	vërre
erborne	ADJA.Pos.Fem.Akk.Sg.st	erborene	êrboren
sippe	NA.Fem.Akk.Sg.st	sippe	sippe
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
im	PPER.Masc.Dat.Sg.3	im	ër
der	DDART.Masc.Nom.Sg.*	der	dër
künec	NA.Masc.Nom.Sg.st	küninc	küning
philippe	NE.Nom.Sg	Philippe	Philippus
ze	APPR	ze	ze
nâher	ADJA.Pos.Fem.Dat.Sg.st	nâher	nâh
sippe	NA.Fem.Dat.Sg.st	sippe	sippe
durch	APPR	durch	durh
den	DDART.Masc.Akk.Sg.*	den	dër
wân	NA.Masc.Akk.Sg.st	wân	wân
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
von	APPR	von	von
gote	NA.Masc.Dat.Sg.st	gote	got
wânde	VVFIN.*.Past.Sg.3	wânte	wænen
hân	VAINF	hân	haben
die	DDART.Fem.Akk.Sg.*	die	dër
verre	ADJA.Pos.Fem.Akk.Sg.st	verre	vërre
erborne	ADJA.Pos.Fem.Akk.Sg.st	erborene	êrboren
komende	ADJA.Pos.Fem.Akk.Sg.st	komente	komen
vruht	NA.Fem.Akk.Sg.st	vruht	vruht
.	$_	.	.
	
daz	DDART.Neut.Nom.Sg.*	daz	dër
würmel	NA.Neut.Nom.Sg.st	wurmel	wurmel
was	VAFIN.Ind.Past.Sg.3	was	wësen
des	DDART.Masc.Gen.Sg.*	des	dër
vogels	NA.Masc.Gen.Sg.st	vogels	vogel
zuht	NA.Fem.Nom.Sg.st	zuht	zuht
daz	KOUS	daz	dazz
im	PPER.Masc.Dat.Sg.3	im	ër
bezeichenlîche	AVD	bezeichenlîche	bezèichenlîche
gap	VVFIN.Ind.Past.Sg.3	gap	gëben
der	DDART.Fem.Gen.Sg.*	der	dër
groesten	ADJA.Pos.Fem.Gen.Sg.wk	grôzesten	grôz
saelden	NA.Fem.Gen.Sg.st	sælden	sælede
urhap	NA.Masc.Nom.Sg.st	urhap	urhab
diu	DRELS.Fem.Nom.Sg	diu	dër
im	PPER.Masc.Dat.Sg.3	im	ër
ie	AVD	ie	iè
dâ	PAVD	dâ	dâr
vor	PAVAP	vore	vore
geschach	VVFIN.Ind.Past.Sg.3	geschach	geschëhen
als	KO*	als	allsô
er	PPER.Masc.Nom.Sg.3	er	ër
in	APPR	in	in
sînen	DPOSA.*.Dat.Pl.st	sînen	sîn
vröuden	NA.Fem.Dat.Pl.*	vröuweden	vröuwede
jach	VVFIN.Ind.Past.Sg.3	jach	jëhen
.	$_	.	.
	
diu	DDS.Fem.Nom.Sg.*	diu	dër
wolde	VMFIN.*.Past.Sg.3	wolte	wèllen
im	PPER.Masc.Dat.Sg.3	im	ër
schiere	AVD	schiere	schière
nû	AVD	nû	nû
geschehn	VVINF	geschehen	geschëhen
des	DRELS.Neut.Gen.Sg	des	dër
er	PPER.Masc.Nom.Sg.3	er	ër
von	APPR	von	von
wârheit	NA.Fem.Dat.Sg.st	wârheit	wârhèit
muoste	VMFIN.*.Past.Sg.3	muoste	müèzen
jehn	VVINF	jehen	jëhen
.	$_	.	.
	
ouch	AVD	ouch	ouch
muoste	VMFIN.*.Past.Sg.3	muoste	müèzen
nâhen	VVINF	nâhen	nâhen
der	DDART.Masc.Nom.Sg.*	der	dër
tac	NA.Masc.Nom.Sg.st	tac	tag
daz	KOUS	daz	dazz
diu	DDART.Fem.Nom.Sg.*	diu	dër
künegîn	NA.Fem.Nom.Sg.*	küningîn	küninginne
gelac	VVFIN.Ind.Past.Sg.3	gelac	geligen
nâch	APPR	nâch	nâh
wîplîcher	ADJA.Pos.Fem.Dat.Sg.st	wîplîcher	wîblich
arbeit	NA.Fem.Dat.Sg.st	arbeit	arbèit
,	$_	,	,
si	PPER.Fem.Nom.Sg.3	si	ër
muoste	VMFIN.*.Past.Sg.3	muoste	müèzen
nâch	APPR	nâch	nâh
gewonheit	NA.Fem.Dat.Sg.st	gewoneheit	gewonehèit
diu	DRELS.Fem.Nom.Sg	diu	dër
dâ	PAVD	dâ	dâr
vor	PAVAP	vore	vore
was	VAFIN.Ind.Past.Sg.3	was	wësen
und	KON	und	unte
iemer	AVD	iemer	ièmer
sidr	AVD	sider	sider
,	$_	,	,
ze	APPR	ze	ze
kemenâten	NA.Fem.Dat.Sg.st	kemenâten	kèmenâte
ligen	VVINF	ligen	ligen
nidr	PTKVZ	<unknown>	nidere
:	$_	:	:
die	DDART.Fem.Akk.Sg.*	die	dër
vrouwen	NA.Fem.Akk.Sg.st	vrouwen	vrouwe
diu	DRELS.Fem.Nom.Sg	diu	dër
ir	PPER.Fem.Dat.Sg.3	ir	ër
solde	VMFIN.*.Past.Sg.3	solte	solen
phlegn	VVINF	pflegen	pflëgen
-	$_	-	-
nâch	APPR	nâch	nâh
wîplîcher	ADJA.Pos.Fem.Gen.Sg.st	wîplîcher	wîblich
lêre	NA.Fem.Gen.Sg.st	lêre	lêre
wegn	NA.Masc.Dat.Pl.st	wegen	wëg
vil	AVD	vile	vile
sêre	AVD	sêre	sêre
wêwen	VVINF	wêwen	wêwen
ir	PPER.Fem.Dat.Sg.3	ir	ër
began	VVFIN.Ind.Past.Sg.3	began	beginnen
-	$_	-	-
si	PPER.Fem.Nom.Sg.3	si	ër
sante	VVFIN.*.Past.Sg.3	sante	sènten
nâch	APPR	nâch	nâh
dem	DDART.Masc.Dat.Sg.*	dem	dër
wîsen	ADJA.Pos.Masc.Dat.Sg.wk	wîsen	wîse
man	NA.Masc.Dat.Sg.st	manne	mann
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
owê	ITJ	ouwê	ouwê
,	$_	,	,
meister	NA.Masc.Nom.Sg.st	meister	mèister
mîn	DPOSN	mîn	mîn
,	$_	,	,
wie	AVW	wie	wiè
wê	AVD	wê	wê
mir	PPER.*.Dat.Sg.1	mir	ich
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
!	$_	!	!
	
den	DDART.Masc.Akk.Sg.*	den	dër
hoehsten	ADJA.Pos.Masc.Akk.Sg.*	hôhesten	hôh
pîn	NA.Masc.Akk.Sg.st	pîn	pîn
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
ich	PPER.*.Nom.Sg.1	ich	ich
den	DDART.Neut.Dat.Sg.*	den	dër
wîp	NA.Neut.Dat.Sg.st	wîbe	wîb
ie	AVD	ie	iè
gewan>	VVFIN.Ind.Past.Sg.1	gewan	gewinnen
.	$_	.	.
	
-	$_	-	-
<vrouwe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
,	$_	,	,
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
der	DDART.Masc.Nom.Sg.*	der	dër
wîse	ADJA.Pos.Masc.Nom.Sg.wk	wîse	wîse
man	NA.Masc.Nom.Sg.st	man	mann
,	$_	,	,
heiz	VVIMP.Sg.2	heiz	hèizen
dich	PRF.Akk.Sg.st	dich	dû
balde	AVD	balde	balde
in	APPR	in	in
kurzer	ADJA.Pos.Fem.Dat.Sg.st	kurzer	kurz
vrist	NA.Fem.Dat.Sg.st	vrist	vrist
von	APPR	von	von
dirre	DDA.Fem.Dat.Sg.*	dirre	dise
stat	NA.Fem.Dat.Sg.st	stat	stat
an	APPR	an	ane
der	DRELS.Fem.Dat.Sg	der	dër
dû	PPER.*.Nom.Sg.2	dû	dû
bist	VAFIN.Ind.Pres.Sg.2	bist	sîn
,	$_	,	,
tragen	VVINF	tragen	tragen
oder	KON	oder	oder
dû	PPER.*.Nom.Sg.2	dû	dû
bist	VAFIN.Ind.Pres.Sg.2	bist	sîn
tôt	NA.Masc.Nom.Sg.st	tôt	tôd
!	$_	!	!
	
wan	KO*	wan	wante
von	APPR	von	von
der	DDART.Fem.Gen.Sg.*	der	dër
sunnen	NA.Fem.Gen.Sg.*	sunnen	sunne
loufe	NA.Masc.Dat.Sg.st	loufe	louf
nôt	NA.Fem.Dat.Sg.st	nôt	nôt
hânt	VAFIN.Ind.Pres.Pl.3	hânt	haben
diu	DDART.Neut.Nom.Pl.*	diu	dër
vier	CARDA.Neut.Nom.Pl.*	vier	vièr
elementâ.>	NA.Neut.Nom.Pl.st	elemende	èlemënt
die	DDART.Fem.Akk.Sg.*	die	dër
vrouwen	NA.Fem.Akk.Sg.st	vrouwen	vrouwe
truoc	VVFIN.Ind.Past.Sg.3	truoc	tragen
man	PI.*.Nom.Sg.st	man	man
dannen	AVD	dannen	dannen
sâ	AVD	sâ	sâr
an	APPR	an	ane
eine	DIART.Fem.Akk.Sg.st	eine	èin
bezzer	ADJA.Comp.Fem.Akk.Sg.*	bezzer	bèzzer
bettestat	NA.Fem.Akk.Sg.st	bettestat	bèttestat
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
meister	NA.Masc.Nom.Sg.st	meister	mèister
ir	PPER.Fem.Dat.Sg.3	ir	ër
dô	AVD	dô	dô
phlegen	VVINF	pflegen	pflëgen
bat	VVFIN.Ind.Past.Sg.3	bat	biten
nâch	APPR	nâch	nâh
wîplîcher	ADJA.Pos.Fem.Dat.Sg.st	wîplîcher	wîblich
lêre	NA.Fem.Dat.Sg.st	lêre	lêre
wol	AVD	wole	wole
der	DRELS.Fem.Gen.Sg	der	dër
man	PI.*.Nom.Sg.st	man	man
dar	PAVD	dâr	dâr
zuo	PAVAP	zuo	zuo
bedürfen	VVINF	bedürfen	bedurfen
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
.	$_	.	.
	
als	KO*	als	allsô
er	PPER.Masc.Nom.Sg.3	er	ër
von	APPR	von	von
ir	PPER.Fem.Dat.Sg.3	ir	ër
gegangen	VVPP	gegangen	gân
was	VAFIN.Ind.Past.Sg.3	was	wësen
,	$_	,	,
dar	PAVD	dâr	dâr
nâch	PAVAP	nâch	nâh
vil	AVD	vile	vile
schiere	AVD	schiere	schière
si	PPER.Fem.Nom.Sg.3	si	ër
genas	VVFIN.Ind.Past.Sg.3	genas	genësen
,	$_	,	,
von	APPR	von	von
ir	PPER.Fem.Dat.Sg.3	ir	ër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
ein	DIART	ein	èin
sun	NA.Masc.Nom.Sg.st	sun	sun
geborn	VVPP	geboren	gebëren
dem	DRELS.Masc.Dat.Sg	dem	dër
sît	AVD	sît	sîd
nâch	APPR	nâch	nâh
wunsche	NA.Masc.Dat.Sg.st	wunsche	wunsch
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
erkorn	VVPP	erkoren	erkièsen
der	DDART.Fem.Gen.Sg.*	der	dër
welte	NA.Fem.Gen.Sg.st	werelte	wërelt
lobelîcher	ADJA.Pos.Masc.Nom.Sg.st	lobelîcher	lobelich
prîs	NA.Masc.Nom.Sg.st	prîs	prîs
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
an	APPR	an	ane
manheit	NA.Fem.Dat.Sg.st	manheit	mannhèit
alsô	AVD	alsô	allsô
wîs	ADJD.Pos	wîs	wîse
daz	KOUS	daz	dazz
man	PI.*.Nom.Sg.st	man	man
muoz	VMFIN.Ind.Pres.Sg.3	muoz	müèzen
iemer	AVD	iemer	ièmer
prîsen	VVINF	prîsen	prîsen
an	APPR	an	ane
werdekeit	NA.Fem.Akk.Sg.st	werdicheit	wërdighèit
den	DDART.Masc.Akk.Sg.*	den	dër
wîsen	ADJA.Pos.Masc.Akk.Sg.*	wîsen	wîse
.	$_	.	.
	
nû	AVD	nû	nû
vil	AVD	vile	vile
balde	AVD	balde	balde
daz	DDS.Neut.Nom.Sg.*	daz	dër
geschach	VVFIN.Ind.Past.Sg.3	geschach	geschëhen
des	DRELS.Neut.Gen.Sg	des	dër
der	DDART.Masc.Nom.Sg.*	der	dër
meister	NA.Masc.Nom.Sg.st	meister	mèister
ê	AVD	êr	êr
verjach	VVFIN.Ind.Past.Sg.3	verjach	verjëhen
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
luft	NA.Masc.Nom.Sg.st	luft	luft
begunde	VVFIN.*.Past.Sg.3	begunde	beginnen
truoben	VVINF	trüeben	trüèben
,	$_	,	,
ertbibe	NA.Fem.Gen.Sg.st	ertbibe	ërdbibe
sich	PRF.Akk.*.*	sich	sich
dô	AVD	dô	dô
huoben	VVFIN.*.Past.Pl.3	huoben	hèben
,	$_	,	,
ez	PPER.Neut.Nom.Sg.3	ez	ër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
ein	DIART	ein	èin
ungewiter	NA.Neut.Nom.Sg.st	ungewiter	ungewitere
grôz	ADJN	grôz	grôz
,	$_	,	,
ein	DIART	ein	èin
grôzer	ADJA.Pos.Masc.Nom.Sg.st	grôzer	grôz
dunre	NA.Masc.Nom.Sg.st	donere	doner
lûte	AVD	lûte	lûte
erdôz	VVFIN.Ind.Past.Sg.3	erdôz	erdièzen
der	DDART.Masc.Nom.Sg.*	der	dër
mange	DIA.*.Akk.Pl.st	manige	manig
dunrestrâle	NA.Fem.Akk.Sg.st	donerstrâle	donerstrâle
liez	VVFIN.Ind.Past.Sg.3	liez	lâzen
an	APPR	an	ane
dem	DDART.Neut.Dat.Sg.*	dem	dër
selben	DDA.Neut.Dat.Sg.wk	selben	sëlb
mâle	NA.Neut.Dat.Sg.st	mâle	mâl
.	$_	.	.
	
dick	AVD	dicke	dicke
âne	APPR	âne	âne
mâze	NA.Fem.Akk.Sg.st	mâze	mâze
dicke	AVD	dicke	dicke
