ez	PPER.Neut.Nom.Sg.3	ez	ër
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
künig	NA.Masc.Nom.Sg.st	küninc	küning
ûf	APPR	ûf	ûf
einen	DIART.Masc.Akk.Sg.st	einen	èin
kocken	NA.Fem.Akk.Sg.st	kocken	kocke
durch	APPR	durch	durh
schouwen	NA.Neut.Akk.Sg.wk	schouwen	schouwen
was	VAFIN.Ind.Past.Sg.3	was	wësen
gegân	VVPP	gegân	gân
.	$_	.	.
	
ê	KOUS	êr	êr
diu	DDART.Fem.Nom.Sg.*	diu	dër
tür	NA.Fem.Nom.Sg.st	türe	türe
der	DDART.Fem.Gen.Sg.*	der	dër
krâme	NA.Fem.Gen.Sg.st	krâme	krâme
vol	ADJD.Pos	vol	voll
wurde	VAFIN.Subj.Past.Sg.3	würde	wërden
ûf	PTKVZ	ûf	ûf
getân	VVPP	getân	tuon
,	$_	,	,
die	DDART.Masc.Nom.Pl.*	die	dër
watenanker	NA.Masc.Nom.Pl.st	watenanker	wâtenankære
wâren	VAFIN.Ind.Past.Pl.3	wâren	wësen
alle	DIN.Masc.Nom.Pl.st	alle	all
von	APPR	von	von
dem	DDART.Masc.Dat.Sg.*	dem	dër
grunde	NA.Masc.Dat.Sg.st	grunde	grunt
.	$_	.	.
	
dô	AVD	dô	dô
schiet	VVFIN.Ind.Past.Sg.3	schiet	schèiden
man	PI.*.Nom.Sg.st	man	man
schône	AVD	schône	schône
die	DDART.Fem.Akk.Sg.*	die	dër
frouwen	NA.Fem.Akk.Sg.st	vrouwen	vrouwe
,	$_	,	,
sô	KO*	sô	sô
man	PI.*.Nom.Sg.st	man	man
allergaeheste	AVD.Sup	allergæheste	allergæheste
kunde	VMFIN.*.Past.Sg.3	kunde	kunnen
.	$_	.	.
	
niemens	DIA.*.Gen.Sg.st	niemannes	nièmannd
ungemüete	NA.Neut.Nom.Sg.st	ungemüete	ungemüète
waten	VVINF	waten	waten
hôhe	NA.Fem.Akk.Sg.st	hoehe	hoèhe
wac	VVFIN.Ind.Past.Sg.3	wac	wëgen
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
enruochte	PTKNEG|VVFIN.*.Past.Sg.3	en|ruochte	ne|ruochen
war	AVW	war	ware
daz	DDS.Neut.Akk.Sg.*	daz	dër
koeme	VVFIN.Subj.Past.Sg.3	koeme	komen
daz	DRELS.Neut.Nom.Sg	daz	dër
ûf	APPR	ûf	ûf
der	DDART.Fem.Dat.Sg.*	der	dër
krâme	NA.Fem.Dat.Sg.st	krâme	krâme
lac	VVFIN.Ind.Past.Sg.3	lac	ligen
.	$_	.	.
	
die	DDART.Fem.Akk.Sg.*	die	dër
alten	ADJA.Pos.Fem.Akk.Sg.wk	alten	alt
küniginne	NA.Fem.Akk.Sg.st	küninginne	küninginne
schiet	VVFIN.Ind.Past.Sg.3	schiet	schèiden
man	PI.*.Nom.Sg.st	man	man
von	APPR	von	von
der	DDART.Fem.Dat.Sg.*	der	dër
meide	NA.Fem.Dat.Sg.st	meide	maged
.	$_	.	.
	
ûf	PTKVZ	ûf	ûf
sprungen	VVFIN.*.Past.Pl.3	sprungen	springen
die	DRELS.*.Nom.Pl	die	dër
dâ	AVD	dâ	dâr
lâgen	VVFIN.Ind.Past.Pl.3	lâgen	ligen
:	$_	:	:
dô	AVD	dô	dô
was	VAFIN.Ind.Past.Sg.3	was	wësen
dem	DDART.Masc.Dat.Sg.*	dem	dër
künic	NA.Masc.Dat.Sg.st	küninge	küning
hagenen	NE.Dat.Sg	Hagene	Hagene
grimme	ADJA.Pos.Fem.Nom.Sg.wk	grimme	grimme
leide	NA.Fem.Nom.Sg.*	leide	lèide
.	$_	.	.
	
ûf	PTKVZ	ûf	ûf
zuhten	VVFIN.*.Past.Pl.3	zuhten	zücken
si	PPER.*.Nom.Pl.3	si	ër
die	DDART.*.Akk.Pl.*	die	dër
segele	NA.Masc.Akk.Pl.st	segele	sëgel
,	$_	,	,
die	DDART.Masc.Nom.Pl.*	die	dër
liute	NA.Masc,Neut.Nom.Pl.st	liute	liut
sâhen	VVFIN.Ind.Past.Pl.3	sâhen	sëhen
daz	DDS.Neut.Akk.Sg.*	daz	dër
.	$_	.	.
	
die	DRELS.*.Akk.Pl	die	dër
si	PPER.*.Nom.Pl.3	si	ër
ûz	APPR	ûz	ûz
dem	DDART.Neut.Dat.Sg.*	dem	dër
scheffe	NA.Neut.Dat.Sg.st	schiffe	schiff
stiezen	VVFIN.*.Past.Pl.3	stiezen	stôzen
,	$_	,	,
der	DDS.*.Gen.Pl.*	der	dër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
vil	AVD	vile	vile
maniger	DIS.Masc.Nom.Sg.st	maniger	manig
naz	ADJD.Pos	naz	nazz
.	$_	.	.
	
si	PPER.*.Nom.Pl.3	si	ër
swebeten	VVFIN.*.Past.Pl.3	swebeten	swëben
sam	KO*	sam	same
die	DDART.*.Nom.Pl.*	die	dër
vogele	NA.Masc.Nom.Pl.st	vogele	vogel
in	APPR	in	in
dem	DDART.Neut.Dat.Sg.*	dem	dër
wazzer	NA.Neut.Dat.Sg.st	wazzer	wazzer
bî	APPR	bî	bî
dem	DDART.Masc.Dat.Sg.*	dem	dër
sande	NA.Masc.Dat.Sg.st	sande	sant
.	$_	.	.
	
der	DDART.Fem.Dat.Sg.*	der	dër
alten	ADJA.Pos.Fem.Dat.Sg.wk	alten	alt
küniginne	NA.Fem.Dat.Sg.st	küninginne	küninginne
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
nâch	APPR	nâch	nâh
ir	DPOSA.Fem.Dat.Sg.*	ire	ire
vil	AVD	vile	vile
lieben	ADJA.Pos.Fem.Dat.Sg.wk	lieben	lièb
tohter	NA.Fem.Dat.Sg.st	tohter	tohter
ande	KON	ande	unte
.	$_	.	.
	
dô	KOUS	dô	dô
der	DDART.Masc.Nom.Sg.*	der	dër
wilde	ADJA.Pos.Masc.Nom.Sg.wk	wilde	wilde
hagene	NE.Nom.Sg	Hagene	Hagene
die	DDART.*.Akk.Pl.*	die	dër
gewâfenten	ADJS.Pos.*.Akk.Pl.wk	gewâfeneten	wâfenen
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
,	$_	,	,
wie	AVW	wie	wiè
rehte	AVD	rehte	rëhte
grimmeclîche	AVD	grimmiclîche	grimmiglîche
der	DDART.Masc.Nom.Sg.*	der	dër
helt	NA.Masc.Nom.Sg.st	helt	hèled
mit	APPR	mit	mit
zorne	NA.Masc.Dat.Sg.st	zorne	zorn
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
:	$_	:	:
<nu	AVD	<unknown>	nû
bringet	VVIMP.Pl.2	bringet	bringen
mir	PPER.*.Dat.Sg.1	mir	ich
vil	AVD	vile	vile
drâte	AVD	drâte	drâte
die	DDART.*.Akk.Pl.*	die	dër
mînen	DPOSS.*.Akk.Pl.wk	mînen	mîn
gêrstangen	VVPP	geerstangen	erstân
.	$_	.	.
	
si	PPER.*.Nom.Pl.3	si	ër
müezen	VMFIN.*.Pres.Pl.3	müezen	müèzen
alle	DID.Masc.Nom.Pl.st	alle	all
sterben	VVINF	sterben	stërben
,	$_	,	,
die	DRELS.*.Akk.Pl	die	dër
ich	PPER.*.Nom.Sg.1	ich	ich
mit	APPR	mit	mit
mîner	DPOSA.Fem.Dat.Sg.st	mîner	mîn
hant	NA.Fem.Dat.Sg.st	hant	hant
erlange.>	VVFIN.Ind.Past.Sg.1	erlanc	erlangen
schône	AVD	schône	schône
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
her	NA.Masc.Nom.Sg.*	hêrr	hêrre
môrunc:<	NE.Nom.Sg	Morunc	Morunkære
nu	AVD	nû	nû
sî	VAFIN.Subj.Pres.Sg.3	sî	sîn
iu	PPER.*.Dat.Pl.2	iu	ir
niht	NA.Neut.Nom.Sg.st	niht	niht
ze	PTKA	ze	ze
gâch	ADJD.Pos	gâch	gâh
.	$_	.	.
	
swaz	PG.Neut.Nom.Sg.st	swaz	swër
ir	PPER.*.Gen.Pl.3	ir	ër
durch	APPR	durch	durh
strîten	NA.Neut.Akk.Sg.st	strîten	strîten
uns	PPER.*.Akk.Pl.1	uns	wir
immer	AVD	iemer	ièmer
îlet	VVFIN.*.Pres.Pl.2	îlet	îlen
nâch	PTKVZ	nâch	nâh
,	$_	,	,
sî	VAFIN.Subj.Pres.Sg.3	sî	sîn
danne	AVD	danne	danne
wol	AVD	wole	wole
gewâfent	VVPP	gewâfenet	wâfenen
tûsent	ADJS.Pos.Neut.Nom.Sg.*	tûsent	tûsent
iuwer	DPOSA	iuwer	iuwer
helde	NA.Masc.Nom.Pl.st	helde	hèled
,	$_	,	,
die	DDS.*.Akk.Pl.*	die	dër
kol	VVFIN.*.Pres.Pl.1	kolen	quèlen
wir	PPER.*.Nom.Pl.1	wir	wir
in	APPR	in	in
die	DDART.*.Akk.Pl.*	die	dër
flüete	VVFIN.*.Past.Pl.1	vlüeten	vlièhen
:	$_	:	:
wir	PPER.*.Nom.Pl.1	wir	wir
geben	VVFIN.*.Pres.Pl.1	geben	gëben
in	PPER.*.Dat.Pl.3	in	ër
die	DDART.Fem.Akk.Sg.*	die	dër
wazzerküelen	ADJA.Pos.*.Akk.Pl.wk	wazzerküelen	wazzerküèle
selde.>	NA.Fem.Akk.Sg.st	selde	sèlede
dô	AVD	dô	dô
wolten	VMFIN.*.Past.Pl.3	wolten	wèllen
es	PPER.Neut.Akk.Sg.3	ez	ër
niht	PTKNEG	niht	niht
lâzen	VVINF	lâzen	lâzen
des	DDART.Masc.Gen.Sg.*	des	dër
küenen	ADJA.Pos.Masc.Gen.Sg.wk	küenen	küène
hagenen	NE.Gen.Sg	Hagene	Hagene
man	NA.Masc.Nom.Pl.st	manne	mann
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
grunt	NA.Masc.Nom.Sg.st	grunt	grunt
begunde	VVFIN.*.Past.Sg.3	begunde	beginnen
erglitzen	VVINF	erglitzen	erglitzen
:	$_	:	:
strîten	NA.Neut.Nom.Sg.st	strîten	strîten
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
getân	VVPP	getân	tuon
.	$_	.	.
	
erzogen	VVPP	erzogen	erzièhen
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
man	PI.*.Nom.Sg.st	man	man
wâfen	NA.Neut.Akk.Pl.st	wâfen	wâfen
und	KON	und	unte
ouch	AVD	ouch	ouch
mit	APPR	mit	mit
spern	NA.Neut.Dat.Pl.st	spern	spër
schiezen	VVINF	schiezen	schièzen
.	$_	.	.
	
si	PPER.*.Nom.Pl.3	si	ër
wurfen	VVFIN.*.Past.Pl.3	wurfen	wërfen
în	PPER.Masc.Akk.Sg.3	in	ër
diu	DDART.Neut.Akk.Pl.*	diu	dër
ruoder	NA.Neut.Akk.Pl.st	ruoder	ruoder
:	$_	:	:
man	PI.*.Nom.Sg.st	man	man
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
die	DDART.*.Akk.Pl.*	die	dër
kocken	NA.Fem.Akk.Pl.st	kocken	kocke
von	APPR	von	von
dem	DDART.Masc,Neut.Dat.Sg.*	dem	dër
stade	NA.Masc,Neut.Dat.Sg.st	stade	stade
vliezen	VVINF	vliezen	vlièzen
.	$_	.	.
	
wate	NE.Nom.Sg	Wate	Wate
der	DDART.Masc.Nom.Sg.*	der	dër
vil	AVD	vile	vile
küene	ADJA.Pos.Masc.Nom.Sg.wk	küene	küène
von	APPR	von	von
dem	DDART.Masc,Neut.Dat.Sg.*	dem	dër
stade	NA.Masc,Neut.Dat.Sg.st	stade	stade
spranc	VVFIN.Ind.Past.Sg.3	spranc	springen
in	APPR	in	in
eine	DIART.Fem.Akk.Sg.st	eine	èin
galîe	NA.Fem.Akk.Sg.st	galîe	galîe
,	$_	,	,
daz	KOUS	daz	dazz
im	PPER.Masc.Dat.Sg.3	im	ër
diu	DDART.Fem.Nom.Sg.*	diu	dër
brünne	NA.Fem.Nom.Sg.*	brünne	brünne
erklanc	VVFIN.Ind.Past.Sg.3	erklanc	erklingen
.	$_	.	.
	
mit	APPR	mit	mit
fünfzic	CARDS	vünvzic	vünvzig
sîner	DPOSA.*.Gen.Pl.st	sîner	sîn
helde	NA.Masc.Gen.Pl.st	helde	hèled
er	PPER.Masc.Nom.Sg.3	er	ër
îlte	VVFIN.*.Past.Sg.3	îlte	îlen
hilden	VVINF	hilden	hilten
nâch	PTKVZ	nâch	nâh
.	$_	.	.
	
den	DDART.*.Dat.Pl.*	den	dër
stolzen	ADJA.Pos.*.Dat.Pl.*	stolzen	stolz
burgaeren	NA.Masc.Dat.Pl.st	burgeren	burgere
den	DDS.*.Dat.Pl.*	den	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
ze	APPR	ze	ze
urliuge	NA.Neut.Dat.Sg.st	urliuge	urliuge
gâch	ADJD.Pos	gâch	gâh
.	$_	.	.
	
dô	AVD	dô	dô
kom	VVFIN.Ind.Past.Sg.3	kom	komen
der	DDART.Masc.Nom.Sg.*	der	dër
degen	NA.Masc.Nom.Sg.st	degen	dëgen
hagene	NE.Nom.Sg	Hagene	Hagene
.	$_	.	.
	
gewaefen	NA.Neut.Akk.Sg.st	gewæfen	gewæfene
er	PPER.Masc.Nom.Sg.3	er	ër
dô	AVD	dô	dô
truoc	VVFIN.Ind.Past.Sg.3	truoc	tragen
und	KON	und	unte
ein	DIART	ein	èin
swert	NA.Neut.Akk.Sg.st	swert	swërt
vil	AVD	vile	vile
scharphez	ADJN.Neut.Akk.Sg.st	scharpfez	scharpf
,	$_	,	,
ez	PPER.Neut.Nom.Sg.3	ez	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
swaere	ADJD.Pos	swære	swære
genuoc	AVD	genuoc	genuoge
.	$_	.	.
	
sich	PRF.Akk.*.*	sich	sich
hête	VAFIN.*.Past.Sg.3	hæte	haben
wate	NE.Nom.Sg	Wate	Wate
der	DDART.Masc.Nom.Sg.*	der	dër
alte	ADJA.Pos.Masc.Nom.Sg.wk	alte	alt
gesûmet	VVPP	gesûmet	sûmen
nâch	AVD	nâch	nâh
ze	PTKA	ze	ze
lange	AVD	lange	lange
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
helt	NA.Masc.Nom.Sg.st	helt	hèled
was	VAFIN.Ind.Past.Sg.3	was	wësen
vil	AVD	vile	vile
grimme	ADJD.Pos	grimme	grimme
:	$_	:	:
er	PPER.Masc.Nom.Sg.3	er	ër
truoc	VVFIN.Ind.Past.Sg.3	truoc	tragen
nu	AVD	nû	nû
hôhe	AVD	hôhe	hôhe
sîne	DPOSA.Fem.Akk.Sg.st	sîne	sîn
gêrstange	NA.Fem.Akk.Sg.st	gerstange	gërstange
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
ruofte	VVFIN.*.Past.Sg.3	ruofte	rüèfen
harte	AVD	harte	harte
lûte	AVD	lûte	lûte
.	$_	.	.
	
îlen	VVINF	îlen	îlen
er	PPER.Masc.Nom.Sg.3	er	ër
dô	AVD	dô	dô
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
,	$_	,	,
daz	DDART.Neut.Akk.Sg.*	daz	dër
liut	NA.Neut.Akk.Sg.st	liut	liut
allenthalben	AVD	allenhalben	allenhalben
er	PPER.Masc.Nom.Sg.3	er	ër
ungeruowet	ADJD.Pos	ungeruowet	ungeruowet
liez	VVFIN.Ind.Past.Sg.3	liez	lâzen
,	$_	,	,
ob	KOUS	ob	obe
er	PPER.Masc.Nom.Sg.3	er	ër
sîne	DPOSA.*.Akk.Pl.st	sîne	sîn
geste	NA.Masc.Akk.Pl.st	geste	gast
möhte	VMFIN.*.Past.Sg.3	mohte	mügen
noch	AVD	noch	noh
ergâhen	VVINF	ergâhen	ergâhen
,	$_	,	,
die	DDS.Masc.Nom.Pl.*	die	dër
tâten	VVFIN.Ind.Past.Pl.3	tâten	tuon
im	PPER.Masc.Dat.Sg.3	im	ër
vil	AVD	vile	vile
leide	AVD	leide	lèide
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
wolte	VMFIN.*.Past.Sg.3	wolte	wèllen
si	PPER.*.Akk.Pl.3	si	ër
alle	DIS.*.Akk.Pl.st	alle	all
slahen	VVINF	slahen	slahen
unde	KON	unde	unte
hâhen	VVINF	hâhen	hâhen
.	$_	.	.
	
vil	AVD	vile	vile
schiere	AVD	schiere	schière
er	PPER.Masc.Nom.Sg.3	er	ër
hêt	VAFIN.*.Past.Sg.3	hæte	haben
gewunnen	VVPP	gewunnen	gewinnen
ein	DIART.Neut.Akk.Sg.*	ein	èin
vil	AVD	vile	vile
michel	ADJA.Pos.Neut.Akk.Sg.*	michel	michel
her	NA.Neut.Akk.Sg.st	her	hère
.	$_	.	.
	
dô	AVD	dô	dô
kunde	VMFIN.*.Past.Sg.3	kunde	kunnen
er	PPER.Masc.Nom.Sg.3	er	ër
in	PPER.*.Dat.Pl.3	in	ër
niht	PTKNEG	niht	niht
gevolgen	VVINF	gevolgen	gevolgen
ûf	APPR	ûf	ûf
dem	DDART.Neut.Dat.Sg.*	dem	dër
wilden	ADJA.Pos.Neut.Dat.Sg.wk	wilden	wilde
mer	NA.Neut.Dat.Sg.st	mer	mère
.	$_	.	.
	
diu	DDART.Neut.Nom.Pl.*	diu	dër
schif	NA.Neut.Nom.Pl.st	schif	schiff
diu	DDS.Neut.Nom.Pl.*	diu	dër
wâren	VAFIN.Ind.Past.Pl.3	wâren	wësen
dürkel	ADJD.Pos	dürkel	dürkel
und	KON	und	unte
vil	AVD	vile	vile
unbereite	ADJD.Pos	unbereite	unberèite
,	$_	,	,
dô	KOUS	dô	dô
si	PPER.*.Nom.Pl.3	si	ër
gâhen	VVINF	gâhen	gâhen
solten	VMFIN.*.Past.Pl.3	solten	solen
.	$_	.	.
	
hagenen	NE.Akk.Sg	Hagene	Hagene
den	DDART.Masc.Akk.Sg.*	den	dër
schaden	NA.Masc.Akk.Sg.*	schaden	schade
man	PI.*.Nom.Sg.st	man	man
dô	AVD	dô	dô
seite	VVFIN.*.Past.Sg.3	seite	sagen
.	$_	.	.
	
dô	AVD	dô	dô
enweste	PTKNEG|VVFIN.*.Past.Sg.3	en|weste	ne|wizzen
er	PPER.Masc.Nom.Sg.3	er	ër
wie	AVW	wie	wiè
gebâren	VVINF	gebâren	gebâren
,	$_	,	,
wandaz	KOUS	wan_daz	wan_dazz
er	PPER.Masc.Nom.Sg.3	er	ër
ûf	APPR	ûf	ûf
den	DDART.Masc.Akk.Sg.*	den	dër
griez	NA.Masc.Akk.Sg.st	griez	grièz
mit	APPR	mit	mit
anderm	DIA.Neut.Dat.Sg.st	anderm	ander
sîme	DPOSA.Neut.Dat.Sg.st	sîneme	sîn
gesinde	NA.Neut.Dat.Sg.st	gesinde	gesinde
die	DDART.*.Akk.Pl.*	die	dër
wercliute	NA.Masc,Neut.Akk.Pl.st	wercliute	wërkliut
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
iteniuwer	ADJA.Pos.Neut.Akk.Sg.*	iteniuwer	iteniuwe
schiffe	NA.Neut.Akk.Pl.st	schiffe	schiff
gâhen	VVINF	gâhen	gâhen
zuo	APPR	zuo	ze
dem	DDART.Masc.Dat.Sg.*	dem	dër
fluote	NA.Masc.Dat.Sg.st	vluote	vluot
.	$_	.	.
	
im	PPER.Masc.Dat.Sg.3	im	ër
kômen	VVFIN.*.Past.Pl.3	kômen	komen
die	DRELS.*.Nom.Pl	die	dër
dâ	AVD	dâ	dâr
mohten	VMFIN.*.Past.Pl.3	mohten	mügen
:	$_	:	:
er	PPER.Masc.Nom.Sg.3	er	ër
gewan	VVFIN.Ind.Past.Sg.3	gewan	gewinnen
vil	AVD	vile	vile
ziere	ADJA.Pos.Masc.Akk.Pl.st	ziere	zière
degene	NA.Masc.Akk.Pl.st	degene	dëgen
guote	ADJN.Masc.Akk.Pl.st	guote	guot
.	$_	.	.
	
an	APPR	an	ane
dem	DDART.Masc.Dat.Sg.*	dem	dër
sibenden	ADJA.Pos.Masc.Dat.Sg.wk	sibenden	sibent
morgen	NA.Masc.Dat.Sg.st	morgene	morgen
rûmten	VVFIN.*.Past.Pl.3	rûmeten	rûmen
si	PPER.*.Nom.Pl.3	si	ër
irlant	NE.Akk.Sg	Irlant	Irlant
.	$_	.	.
	
die	DRELS.Masc.Akk.Pl	die	dër
der	DDART.Masc.Nom.Sg.*	der	dër
künic	NA.Masc.Nom.Sg.st	küninc	küning
hetele	NE.Nom.Sg	Hetele	Hetele
nâch	APPR	nâch	nâh
froun	NA.Fem.Dat.Sg.st	vrouwen	vrouwe
hilden	VVFIN.Ind.Past.Pl.3	hielten	halten
hêt	VAFIN.*.Past.Sg.3	hæte	haben
gesant	VVPP	gesant	sènten
,	$_	,	,
der	DDS.Masc.Nom.Sg.*	der	dër
enwas	PTKNEG|VAFIN.Ind.Past.Sg.3	en|was	ne|wësen
niht	PTKNEG	niht	niht
mêre	AVD.Comp	mêre	mêre
wan	KOKOM	wan	wan
tûsent	ADJS.Pos.Neut.Nom.Pl.*	tûsent	tûsent
sîner	DPOSA.*.Gen.Pl.st	sîner	sîn
manne	NA.Masc.Gen.Pl.st	manne	mann
.	$_	.	.
	
dâ	AVD	dâ	dâr
brâhte	VVFIN.Ind.Past.Sg.3	brâhte	bringen
hagene	NE.Nom.Sg	Hagene	Hagene
drîzic	CARDA	drîzic	drîzig
hundert	ADJA.Pos	hundert	hundert
helde	NA.Masc.Akk.Pl.st	helde	hèled
nâch	APPR	nâch	nâh
in	PPER.*.Dat.Pl.3	in	ër
dannen	AVD	dannen	dannen
.	$_	.	.
	
die	DDART.*.Nom.Pl.*	die	dër
küenen	ADJA.Pos.*.Nom.Pl.wk	küenen	küène
tenen	NA.Masc.Nom.Pl.st	denen	dëgen
hêten	VAFIN.*.Past.Pl.3	hæten	haben
nâch	APPR	nâch	nâh
hetelen	NA.Masc.Dat.Pl.st	hetelen	hatel
gesant	VVPP	gesant	sènten
.	$_	.	.
	
si	PPER.Masc.Nom.Pl.3	si	ër
kunten	VVFIN.*.Past.Pl.3	kunten	künden
im	PPER.Masc.Dat.Sg.3	im	ër
diu	DDART.Neut.Akk.Pl.*	diu	dër
maere	NA.Neut.Akk.Pl.st	mære	mære
,	$_	,	,
daz	KOUS	daz	dazz
si	PPER.*.Nom.Pl.3	si	ër
im	PPER.Masc.Dat.Sg.3	im	ër
in	APPR	in	in
sîn	DPOSA.Neut.Akk.Sg.*	sîn	sîn
lant	NA.Neut.Akk.Sg.st	lant	lant
die	DDART.Fem.Akk.Sg.*	die	dër
hagenen	NE.Gen.Sg	Hagene	Hagene
tohter	NA.Fem.Akk.Sg.st	tohter	tohter
braehten	VVFIN.Subj.Past.Pl.3	bræhten	bringen
nâch	APPR	nâch	nâh
grôzer	ADJA.Pos.Fem.Dat.Sg.st	grôzer	grôz
sîner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
êre	NA.Fem.Dat.Sg.st	êre	êre
.	$_	.	.
	
waen	KO*	wente	wante
si	PPER.*.Nom.Pl.3	si	ër
des	DDS.Neut.Gen.Sg.*	des	dër
iht	NA.Neut.Akk.Sg.st	iht	iht
gedaehten	VVFIN.Subj.Past.Pl.3	gedæhten	gedènken
:	$_	:	:
jâ	AVD	jâ	jâ
gewunnen	VVFIN.*.Past.Pl.3	gewunnen	gewinnen
si	PPER.*.Nom.Pl.3	si	ër
der	DDART.Fem.Gen.Sg.*	der	dër
arbeite	NA.Fem.Gen.Sg.st	arbeite	arbèit
mêre	NA.Neut.Akk.Sg.st	mere	mère
.	$_	.	.
	
hetele	NA.Masc.Nom.Pl.st	hetele	hatel
der	DDART.Masc.Nom.Sg.*	der	dër
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
vil	AVD	vile	vile
froelîche	AVD	vroelîche	vroèlîche
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
:	$_	:	:
<	PPER.Neut.Nom.Sg.3	ez	ër
mîn	DPOSA	mîn	mîn
sorge	NA.Fem.Nom.Sg.*	sorge	sorge
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
mir	PPER.*.Dat.Sg.1	mir	ich
nu	AVD	nû	nû
verre	ADJD.Pos	verre	vërre
.	$_	.	.
	
mir	PPER.*.Dat.Sg.1	mir	ich
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
liep	ADJD.Pos	liep	lièb
,	$_	,	,
daz	KOUS	daz	dazz
ie	AVD	ie	iè
geschach	VVFIN.Ind.Past.Sg.3	geschach	geschëhen
arbeit	NA.Fem,Neut.Nom.Sg.st	arbeit	arbèit
mîner	DPOSA.*.Gen.Pl.st	mîner	mîn
helde	NA.Masc.Gen.Pl.st	helde	hèled
in	APPR	in	in
dem	DDART.Neut.Dat.Sg.*	dem	dër
hagenen	ADJA.Pos.Neut.Dat.Sg.wk	hagenen	hagen
lande	NA.Neut.Dat.Sg.st	lande	lant
.	$_	.	.
	
die	DDS.*.Nom.Pl.*	die	dër
rûmten	VVFIN.*.Past.Pl.3	rûmeten	rûmen
mîne	DPOSA.Fem.Akk.Sg.st	mîne	mîn
selde	NA.Fem.Akk.Sg.st	selde	sèlede
,	$_	,	,
nâch	APPR	nâch	nâh
den	DDS.*.Dat.Pl.*	den	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
mir	PPER.*.Dat.Sg.1	mir	ich
zallen	APPR|DIA.*.Dat.Pl.st	ze|allen	ze|all
zîten	NA.Fem,Neut.Dat.Pl.st	zîten	zît
ande	NA.Fem.Nom.Sg.*	ande	ante
.	$_	.	.
	
ob	KOUS	ob	obe
du	PPER.*.Nom.Sg.2	dû	dû
mich	PPER.*.Akk.Sg.1	mich	ich
niht	PTKNEG	niht	niht
triegest	VVFIN.*.Pres.Sg.2	triegest	triègen
,	$_	,	,
vil	AVD	vile	vile
lieber	ADJA.Pos.Masc.Nom.Sg.st	lieber	lièb
bote	NA.Masc.Nom.Sg.wk	bote	bote
mîn	DPOSN.Masc.Nom.Sg.*	mîn	mîn
,	$_	,	,
und	KON	und	unte
mir	PPER.*.Dat.Sg.1	mir	ich
daz	DDS.Neut.Akk.Sg.*	daz	dër
niht	PTKNEG	niht	niht
liegest	VVFIN.*.Pres.Sg.2	liegest	liègen
,	$_	,	,
hâst	VAFIN.*.Pres.Sg.2	hâst	haben
du	PPER.*.Nom.Sg.2	dû	dû
daz	DDART.Neut.Akk.Sg.*	daz	dër
magedîn	NA.Neut.Akk.Sg.st	magedîn	magedîn
bî	APPR	bî	bî
den	DDART.*.Dat.Pl.*	den	dër
mînen	DPOSA.*.Dat.Pl.st	mînen	mîn
friunden	NA.Masc.Dat.Pl.st	vriunden	vriunt
gesehen	VVPP	gesehen	sëhen
in	APPR	in	in
disen	DDA.*.Dat.Pl.*	disen	dise
rîchen	NA.Neut.Dat.Pl.st	rîchen	rîche
,	$_	,	,
sô	AVD	sô	sô
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
dir	PPER.*.Dat.Sg.2	dir	dû
lônen	VVINF	lônen	lônen
dirre	DDA.Fem.Gen.Sg.*	dirre	dise
maere	NA.Fem.Gen.Sg.st	mære	mære
lobelîchen.>	NA.Neut.Akk.Sg.st	lobelîchen	lobelîche
<ich	PPER.*.Nom.Sg.1	ich	ich
sage	VVFIN.*.Pres.Sg.1	sage	sagen
dir	PPER.*.Dat.Sg.2	dir	dû
âne	PTKVZ	ane	ane
triegen	NA.Neut.Akk.Sg.st	triegen	triègen
,	$_	,	,
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
