uns	PPER.*.Dat.Pl.1	uns	wir
helmen	NA.Masc.Dat.Pl.*	helmen	hëlme
vf	APPR	ûf	ûf
sin	DPOSA	sîn	sîn
hovbet	NA.Neut.Akk.Sg.st	houbet	houbet
der	DDART.Masc.Nom.Sg.*	der	dër
vil	AVD	vile	vile
starke	ADJA.Pos.Masc.Nom.Sg.wk	starke	stark
man	NA.Masc.Nom.Sg.st	man	mann
den	DDART.Masc.Akk.Sg.*	den	dër
schilt	NA.Masc.Akk.Sg.st	schilt	schilt
vil	AVD	vile	vile
balde	AVD	balde	balde
zvchte	VVFIN.*.Past.Sg.3	zuhte	zücken
daz	DDART.Neut.Akk.Sg.*	daz	dër
tor	NA.Neut.Akk.Sg.st	tor	tor
er	PPER.Masc.Nom.Sg.3	er	ër
vf	PTKVZ	ûf	ûf
swief	VVFIN.Ind.Past.Sg.3	swief	swèifen
wie	AVW	wie	wiè
rehte	AVD	rehte	rëhte
gremliken	AVD	gremelîchen	grèmelîche
er	PPER.Masc.Nom.Sg.3	er	ër
do	AVD	dô	dô
an	APPR	an	ane
sifriden	NE.Akk.Sg	Sievriden	Sigevrid
lief	VVFIN.Ind.Past.Sg.3	lief	loufen
wi	AVW	wie	wiè
er	PPER.Masc.Nom.Sg.3	er	ër
getorste	VMFIN.*.Past.Sg.3	getorste	geturren
wechen	VVINF	wecken	wècken
so	AVD	sô	sô
manigen	DIA.Masc.Akk.Sg.st	manigen	manig
küenen	ADJA.Pos.Masc.Akk.Sg.*	küenen	küène
man	NA.Masc.Akk.Sg.st	man	mann
da	AVD	dâ	dâr
wrden	VAFIN.*.Past.Pl.3	wurden	wërden
slege	NA.Masc.Nom.Pl.st	slege	slag
swinde	ADJN.Masc.Nom.Pl.st	swinde	swinde
von	APPR	von	von
siner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
hant	NA.Fem.Dat.Sg.st	hant	hant
getan	VVPP	getân	tuon
do	AVD	dô	dô
begund	VVFIN.*.Past.Sg.3	begunde	beginnen
im	PPER.Masc.Dat.Sg.3	im	ër
schirmen	VVINF	schirmen	schirmen
der	DDART.Masc.Nom.Sg.*	der	dër
herlike	ADJA.Pos.Masc.Nom.Sg.wk	hêrlîche	hêrlich
gast	NA.Masc.Nom.Sg.st	gast	gast
doch	AVD	doch	doh
schuof	VVFIN.Ind.Past.Sg.3	schuof	schèpfen
der	DDART.Masc.Nom.Sg.*	der	dër
portenere	NA.Masc.Nom.Sg.st	portenære	portenære
daz	KOUS	daz	dazz
im	PPER.Masc.Dat.Sg.3	im	ër
sin	DPOSA	sîn	sîn
spenge	NA.Fem.Nom.Sg.*	spenge	spènge
zebrast	VVFIN.Ind.Past.Sg.3	zebrast	zerbrësten
von	APPR	von	von
einer	DIART.Fem.Dat.Sg.st	einer	èin
isensteine	NA.Fem.Dat.Sg.st	îsensteine	îsenstèine
des	DDS.Neut.Gen.Sg.*	des	dër
gie	VVFIN.Ind.Past.Sg.3	gie	gân
dem	DDART.Masc.Dat.Sg.*	dem	dër
helde	NA.Masc.Dat.Sg.st	helde	hèled
not	NA.Fem.Nom.Sg.st	nôt	nôt
ein	DIART	ein	èin
teil	NA.Masc,Neut.Nom.Sg.st	teil	tèil
begvnde	VVFIN.*.Past.Sg.3	begunde	beginnen
fvrhten	VVINF	vürhten	vürhten
der	DDART.Masc.Nom.Sg.*	der	dër
helt	NA.Masc.Nom.Sg.st	helt	hèled
den	DDART.Masc.Akk.Sg.*	den	dër
grimmen	ADJA.Pos.Masc.Akk.Sg.*	grimmen	grimme
tot	NA.Masc.Akk.Sg.st	tôt	tôd
do	KOUS	dô	dô
der	DDART.Masc.Nom.Sg.*	der	dër
portenere	NA.Masc.Nom.Sg.st	portenære	portenære
so	AVD	sô	sô
kriftechlichen	AVD	krifticlîchen	krèftiglîche
sluoch	VVFIN.Ind.Past.Sg.3	sluoc	slahen
darvmbe	PAVD|PAVAP	dâr|umbe	dâr|umbe
was	VAFIN.Ind.Past.Sg.3	was	wësen
im	PPER.Masc.Dat.Sg.3	im	ër
weg	AVD	wec	wëg
der	DDART.Masc.Nom.Sg.*	der	dër
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
sifrit	NE.Nom.Sg	Sîvrit	Sigevrid
genuoch	AVD	genuoc	genuoge
si	PPER.*.Nom.Pl.3	si	ër
striten	VVFIN.*.Past.Pl.3	striten	strîten
also	AVD	alsô	allsô
sere	AVD	sêre	sêre
daz	KOUS	daz	dazz
al	DIA	al	all
div	DDART.Fem.Nom.Sg.*	diu	dër
burch	NA.Fem.Nom.Sg.st	burc	burg
erchal	VVFIN.Ind.Past.Sg.3	erkal	erquëlen
do	AVD	dô	dô
horte	VVFIN.*.Past.Sg.3	hôrte	hoèren
man	PI.*.Nom.Sg.st	man	man
daz	DDART.Neut.Akk.Sg.*	daz	dër
diezen	NA.Neut.Akk.Sg.st	diezen	dièzen
niblungen	AVD|VVINF	nie|blungen	niè|blingen
sal	VMFIN.Ind.Pres.Sg.3	sal	solen
er	PPER.Masc.Nom.Sg.3	er	ër
twanch	VVFIN.Ind.Past.Sg.3	twanc	dwingen
den	DDART.Masc.Akk.Sg.*	den	dër
portenere	NA.Masc.Akk.Sg.st	portenære	portenære
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
in	PPER.Masc.Akk.Sg.3	in	ër
sit	AVD	sît	sîd
gebant	VVFIN.Ind.Past.Sg.3	gebant	gebinten
div	DDART.Neut.Nom.Pl.*	diu	dër
mere	NA.Neut.Akk.Pl.st	mære	mære
wrden	VAFIN.*.Past.Pl.3	wurden	wërden
kvnde	VMFIN.*.Past.Sg.3	kunde	kunnen
in	APPR	in	in
al	DIA	al	all
der	DDART.*.Gen.Pl.*	der	dër
niblunge	NA.Masc.Gen.Pl.*	nibelunge	<unknown>
lant	NA.Neut.Akk.Sg.st	lant	lant
so	AVD	sô	sô
horte	VVFIN.*.Past.Sg.3	hôrte	hoèren
daz	DDART.Neut.Nom.Sg.*	daz	dër
striten	NA.Neut.Nom.Sg.st	strîten	strîten
verre	AVD	verre	vërre
durch	APPR	durch	durh
den	DDART.Masc.Akk.Sg.*	den	dër
perch	NA.Masc.Akk.Sg.st	berc	bërg
albrich	NE.Akk.Sg	Alprîch	Albrîch
der	DDART.Masc.Nom.Sg.*	der	dër
kuone	ADJA.Pos.Masc.Nom.Sg.wk	küene	küène
ein	DIART	ein	èin
wildez	ADJA.Pos.Neut.Akk.Sg.st	wildez	wilde
getwerch	NA.Neut.Akk.Sg.st	getwerc	getwërg
er	PPER.Masc.Nom.Sg.3	er	ër
wafende	VVFIN.*.Past.Sg.3	wâfenete	wâfenen
sich	PRF.Akk.*.*	sich	sich
balde	AVD	balde	balde
vnde	KON	unde	unte
lief	VVFIN.Ind.Past.Sg.3	lief	loufen
da	AVD	dâ	dâr
er	PPER.Masc.Nom.Sg.3	er	ër
da	AVD	dâ	dâr
vant	VVFIN.Ind.Past.Sg.3	vant	vinden
disen	DDA.Masc.Akk.Sg.*	disen	dise
gast	NA.Masc.Akk.Sg.st	gast	gast
vil	AVD	vile	vile
edel	ADJD.Pos	edel	èdele
da	AVD	dâ	dâr
er	PPER.Masc.Nom.Sg.3	er	ër
den	DDART.Masc.Akk.Sg.*	den	dër
risen	NA.Masc.Akk.Sg.wk	risen	rise
vaste	AVD	vaste	vaste
gebant	VVFIN.Ind.Past.Sg.3	gebant	gebinten
albrich	NE.Nom.Sg	Alprîch	Albrîch
was	VAFIN.Ind.Past.Sg.3	was	wësen
kuone	ADJD.Pos	küene	küène
dar	PAVD	dâr	dâr
zuo	PAVAP	zuo	zuo
starch	ADJD.Pos	starc	stark
genuoch	AVD	genuoc	genuoge
helm	NA.Masc.Akk.Pl.*	helme	hëlme
vnde	KON	unde	unte
ringe	NA.Masc.Akk.Pl.st	ringe	ring
er	PPER.Masc.Nom.Sg.3	er	ër
an	APPR	an	ane
dem	DDART.Masc.Dat.Sg.*	dem	dër
libe	NA.Masc.Dat.Sg.st	lîbe	lîb
truoch	VVFIN.Ind.Past.Sg.3	truoc	tragen
vnd	KON	und	unte
eine	DIART.Fem.Akk.Sg.st	eine	èin
geisel	NA.Fem.Akk.Sg.st	geisel	gèisele
swere	NA.Fem.Akk.Sg.st	swære	swære
von	APPR	von	von
golde	NA.Neut.Dat.Sg.st	golde	gold
an	APPR	an	ane
siner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
hant	NA.Fem.Dat.Sg.st	hant	hant
do	AVD	dô	dô
lief	VVFIN.Ind.Past.Sg.3	lief	loufen
er	PPER.Masc.Nom.Sg.3	er	ër
harte	AVD	harte	harte
swinde	AVD	swinde	swinde
da	AVD	dâ	dâr
er	PPER.Masc.Nom.Sg.3	er	ër
sifriden	NE.Akk.Sg	Sievriden	Sigevrid
vant	VVFIN.Ind.Past.Sg.3	vant	vinden
siben	CARDA	siben	siben
chnoepfe	NA.Masc.Akk.Pl.st	knöpfe	knopf
swere	NA.Fem.Akk.Pl.st	swære	swære
hiengen	VVFIN.*.Past.Pl.3	hiengen	hâhen
vor	AVD	vore	vore
daran	PAVD|PAVAP	dâr|an	dâr|ane
da	PAVD	dâ	dâr
mit	PAVAP	mit	mite
er	PPER.Masc.Nom.Sg.3	er	ër
vmb	APPR	umbe	umbe
die	DDART.*.Akk.Pl.*	die	dër
hende	NA.Fem.Akk.Pl.st	hende	hant
den	DDART.Masc.Akk.Sg.*	den	dër
schilt	NA.Masc.Akk.Sg.st	schilt	schilt
dem	DDART.Masc.Dat.Sg.*	dem	dër
küenen	ADJA.Pos.Masc.Dat.Sg.wk	küenen	küène
man	NA.Masc.Dat.Sg.st	manne	mann
sluoch	VVFIN.Ind.Past.Sg.3	sluoc	slahen
so	AVD	sô	sô
biterlichen	AVD	bitterlîchen	bitterlîche
daz	KOUS	daz	dazz
im	PPER.Masc.Dat.Sg.3	im	ër
des	DDS.Neut.Gen.Sg.*	des	dër
vil	NA.Neut.Nom.Sg.st	vile	vile
zebrast	VVFIN.Ind.Past.Sg.3	zebrast	zerbrësten
des	DDART.Masc.Gen.Sg.*	des	dër
libes	NA.Masc.Gen.Sg.st	lîbes	lîb
kom	VVFIN.Ind.Past.Sg.3	kom	komen
in	APPR	in	in
sorge	NA.Fem.Akk.Sg.st	sorge	sorge
do	KOUS	dô	dô
der	DDART.Masc.Nom.Sg.*	der	dër
wetliche	ADJA.Pos.Masc.Nom.Sg.wk	wætlîche	wætlich
gast	NA.Masc.Nom.Sg.st	gast	gast
den	DDART.Masc.Akk.Sg.*	den	dër
scherm	NA.Masc.Akk.Sg.st	schirm	schirm
er	PPER.Masc.Nom.Sg.3	er	ër
von	APPR	von	von
der	DDART.Fem.Dat.Sg.*	der	dër
hende	NA.Fem.Dat.Sg.st	hende	hant
gar	AVD	gar	gare
zebrochen	VVPP	zebrochen	zerbrëchen
swanc	VVFIN.Ind.Past.Sg.3	swanc	swingen
do	AVD	dô	dô
stiez	VVFIN.Ind.Past.Sg.3	stiez	stôzen
er	PPER.Masc.Nom.Sg.3	er	ër
in	APPR	in	in
die	DDART.Fem.Akk.Sg.*	die	dër
scheide	NA.Fem.Akk.Sg.st	scheide	schèide
ein	DIART	ein	èin
wafen	NA.Neut.Akk.Sg.st	wâfen	wâfen
daz	DDS.Neut.Nom.Sg.*	daz	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
lanc	ADJD.Pos	lanc	lang
sinen	DPOSA.Masc.Akk.Sg.st	sînen	sîn
kamerere	NA.Masc.Akk.Sg.st	kamerære	kamerære
wold	VMFIN.*.Past.Sg.3	wolte	wèllen
er	PPER.Masc.Nom.Sg.3	er	ër
niht	PTKNEG	niht	niht
slahen	VVINF	slahen	slahen
tot	ADJD.Pos	tôt	tôt
er	PPER.Masc.Nom.Sg.3	er	ër
schonde	VVFIN.*.Past.Sg.3	schônete	schônen
siner	DPOSA.*.Gen.Pl.st	sîner	sîn
lûte	NA.Masc,Neut.Gen.Pl.st	liute	liut
als	KO*	als	allsô
im	PPER.Masc.Dat.Sg.3	im	ër
tvgent	NA.Fem.Nom.Sg.*	tugent	tugende
daz	DDS.Neut.Akk.Sg.*	daz	dër
gebot	VVFIN.Ind.Past.Sg.3	gebôt	gebièten
mit	APPR	mit	mit
starken	ADJA.Pos.*.Dat.Pl.*	starken	stark
sinen	DPOSA.*.Dat.Pl.st	sînen	sîn
handen	NA.Fem.Dat.Pl.st	handen	hant
lief	VVFIN.Ind.Past.Sg.3	lief	loufen
er	PPER.Masc.Nom.Sg.3	er	ër
albrichen	NE.Akk.Sg	Alprîchen	Albrîch
an	PTKVZ	an	ane
vnd	KON	und	unte
vie	VVFIN.Ind.Past.Sg.3	vieng	vâhen
bi	APPR	bî	bî
dem	DDART.Masc.Dat.Sg.*	dem	dër
barte	NA.Masc.Dat.Sg.st	barte	bart
den	DDART.Masc.Akk.Sg.*	den	dër
altgrisen	ADJA.Pos.Masc.Akk.Sg.*	altgrîsen	altgrîs
man	NA.Masc.Akk.Sg.st	man	mann
er	PPER.Masc.Nom.Sg.3	er	ër
zogte	VVFIN.*.Past.Sg.3	zogete	zogen
in	PPER.*.Dat.Pl.3	in	ër
vngefüege	ADJD.Pos	ungevüege	ungevüège
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
vil	AVD	vile	vile
lûte	AVD	lûte	lûte
erschre	VVFIN.Ind.Past.Sg.3	erschrei	erschrîen
zvht	NA.Fem.Akk.Sg.st	zuht	zuht
des	DDART.Masc.Gen.Sg.*	des	dër
iungen	ADJA.Pos.Masc.Gen.Sg.wk	jungen	jung
heldes	NA.Masc.Gen.Sg.st	heldes	hèled
tet	VVFIN.*.Past.Sg.3	tet	tuon
albriche	NE.Dat.Sg	Alprîche	Albrîch
we	AVD	wê	wê
lute	AVD	lûte	lûte
rief	VVFIN.Ind.Past.Sg.3	rief	ruofen
der	DDART.Masc.Nom.Sg.*	der	dër
küene	ADJA.Pos.Masc.Nom.Sg.wk	küene	küène
nv	AVD	nû	nû
lazet	VVIMP.Pl.2	lâzet	lâzen
mich	PPER.*.Akk.Sg.1	mich	ich
genesen	VVINF	genesen	genësen
vnd	KON	und	unte
moht	VMFIN.Subj.Past.Sg.1	möhte	mügen
ich	PPER.*.Nom.Sg.1	ich	ich
iemens	DIA.*.Gen.Sg.st	iemannes	ièmannd
eigen	NA.Neut.Akk.Sg.st	eigen	èigen
an	APPR	an	ane
einen	DIART.Masc.Akk.Sg.st	einen	èin
reken	NA.Masc.Akk.Sg.wk	recken	rècke
wesen	VAINF	wesen	wësen
dem	DDS.Masc.Dat.Sg.*	dem	dër
swoer	VVFIN.Subj.Past.Sg.1	swüer	swèren
ich	PPER.*.Nom.Sg.1	ich	ich
des	DDS.Masc.Gen.Sg.*	des	dër
eide	NA.Masc.Dat.Sg.st	eide	èid
ich	PPER.*.Nom.Sg.1	ich	ich
wær	VAFIN.Subj.Past.Sg.1	wær	wësen
im	PPER.Masc.Dat.Sg.3	im	ër
vndertan	ADJD.Pos	undertân	untertân
ich	PPER.*.Nom.Sg.1	ich	ich
diende	VVFIN.Subj.Past.Sg.1	diente	diènen
iv	PPER.*.Dat.Pl.2	iu	ir
ê	KOUS	êr	êr
ich	PPER.*.Nom.Sg.1	ich	ich
stvrbe	VVFIN.Subj.Past.Sg.1	stürbe	stërben
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
der	DDART.Masc.Nom.Sg.*	der	dër
listige	ADJA.Pos.Masc.Nom.Sg.wk	listige	listig
man	NA.Masc.Nom.Sg.st	man	mann
er	PPER.Masc.Nom.Sg.3	er	ër
bant	VVFIN.Ind.Past.Sg.3	bant	binten
ouch	AVD	ouch	ouch
albrichen	NE.Akk.Sg	Alprîchen	Albrîch
sam	KO*	sam	same
den	DDART.*.Dat.Pl.*	den	dër
risen	NA.Masc.Akk.Sg.wk	risen	rise
ê	KOUS	êr	êr
die	DRELS.*.Nom.Pl	die	dër
sifrides	NE.Gen.Sg	Sîvrides	Sigevrid
krefte	NA.Fem.Nom.Pl.st	krefte	kraft
taten	VVFIN.Ind.Past.Pl.3	tâten	tuon
im	PPER.Masc.Dat.Sg.3	im	ër
vil	AVD	vile	vile
we	AVD	wê	wê
daz	DDART.Neut.Nom.Sg.*	daz	dër
twerch	NA.Neut.Nom.Sg.st	twerc	twërg
begvnde	VVFIN.*.Past.Sg.3	begunde	beginnen
vragen	VVINF	vrâgen	vrâgen
wie	AVW	wie	wiè
sit	VAFIN.*.Pres.Pl.2	sît	sîn
ir	PPER.*.Nom.Pl.2	ir	ir
genant	VVPP	genant	nènnen
er	PPER.Masc.Nom.Sg.3	er	ër
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
ich	PPER.*.Nom.Sg.1	ich	ich
heize	VVFIN.*.Pres.Sg.1	heize	hèizen
sifrit	NE.Nom.Sg	Sîvrit	Sigevrid
ich	PPER.*.Nom.Sg.1	ich	ich
wande	KO*	wande	wante
ich	PPER.*.Nom.Sg.1	ich	ich
were	VAFIN.Subj.Past.Sg.1	wære	wësen
iv	PPER.*.Dat.Pl.2	iu	ir
wolbechant	AVD|ADJD.Pos	wole|bekant	wole|bekant
so	AVD	sô	sô
wol	AVD	wole	wole
mich	PPER.*.Akk.Sg.1	mich	ich
dirre	DDA.*.Gen.Pl.*	dirre	dise
mere	NA.Fem,Neut.Gen.Pl.st	mære	mære
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
albrich	NE.Nom.Sg	Alprîch	Albrîch
daz	DDART.Neut.Akk.Sg.*	daz	dër
getuuerch	NA.Neut.Akk.Sg.st	getwerc	getwërg
nu	AVD	nû	nû
han	VAFIN.Ind.Pres.Sg.1	hân	haben
ich	PPER.*.Nom.Sg.1	ich	ich
wol	AVD	wole	wole
erfvnden	VVPP	ervunden	ervinden
div	DDART.Neut.Akk.Pl.*	diu	dër
herlichen	ADJA.Pos.*.Akk.Pl.wk	hêrlîchen	hêrlich
werch	NA.Neut.Akk.Pl.st	werc	wërk
daz	KOUS	daz	dazz
ir	PPER.*.Nom.Pl.2	ir	ir
von	APPR	von	von
waren	ADJA.Pos.*.Dat.Pl.*	wâren	wâr
schvlden	NA.Fem.Dat.Pl.*	schulden	schulde
mvget	VMFIN.*.Pres.Pl.2	müget	mügen
landes	NA.Neut.Gen.Sg.st	landes	lant
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
wesen	VAINF	wesen	wësen
ich	PPER.*.Nom.Sg.1	ich	ich
tuon	VVFIN.Ind.Pres.Sg.1	tuon	tuon
swar	AVG	swar	sware
ir	PPER.*.Nom.Pl.2	ir	ir
gebietet	VVFIN.*.Pres.Pl.2	gebietet	gebièten
daz	KOUS	daz	dazz
ir	PPER.*.Nom.Pl.2	ir	ir
lat	VVFIN.*.Pres.Pl.2	lât	lâzen
mich	PPER.*.Akk.Sg.1	mich	ich
genesen	VVINF	genesen	genësen
do	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
der	DDART.Masc.Nom.Sg.*	der	dër
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
sifrit	NE.Nom.Sg	Sîvrit	Sigevrid
ir	PPER.*.Nom.Pl.2	ir	ir
svlt	VMFIN.*.Pres.Pl.2	sulet	solen
vil	AVD	vile	vile
balde	AVD	balde	balde
gan	VVINF	gân	gân
vnd	KON	und	unte
bringet	VVIMP.Pl.2	bringet	bringen
mir	PPER.*.Dat.Sg.1	mir	ich
der	DDART.*.Gen.Pl.*	der	dër
besten	ADJA.Sup.*.Gen.Pl.wk	bezzisten	bèzzist
reken	NA.Masc.Gen.Pl.wk	recken	rècke
die	DRELS.Masc.Akk.Pl	die	dër
wir	PPER.*.Nom.Pl.1	wir	wir
han	VAFIN.*.Pres.Pl.1	hân	haben
tvsent	ADJA.Pos	tûsent	tûsent
niblunge	NA.Masc.Akk.Pl.*	nibelunge	<unknown>
daz	KOUS	daz	dazz
mich	PPER.*.Akk.Sg.1	mich	ich
die	DDS.*.Nom.Pl.*	die	dër
hie	AVD	hier	hièr
gesehen	VVFIN.*.Pres.Pl.3	gesehen	gesëhen
sowilich	VMFIN.Ind.Pres.Sg.1|PPER.*.Nom.Sg.1	sol|ich	solen|ich
iv	PPER.*.Dat.Pl.2	iu	ir
leides	NA.Neut.Gen.Sg.st	leides	lèid
lazen	VVINF	lâzen	lâzen
hie	AVD	hier	hièr
niht	PTKNEG	niht	niht
geschehen	VVINF	geschehen	geschëhen
dem	DDART.Masc.Dat.Sg.*	dem	dër
risen	NA.Masc.Dat.Sg.wk	risen	rise
vnd	KON	und	unte
albriche	NE.Dat.Sg	Alprîche	Albrîch
lost	VVFIN.*.Past.Sg.3	lôste	loèsen
er	PPER.Masc.Nom.Sg.3	er	ër
do	AVD	dô	dô
div	DDART.Neut.Akk.Pl.*	diu	dër
bant	NA.Neut.Akk.Pl.st	bant	bant
do	AVD	dô	dô
lief	VVFIN.Ind.Past.Sg.3	lief	loufen
albrich	NE.Nom.Sg	Alprîch	Albrîch
balde	AVD	balde	balde
da	AVD	dâ	dâr
er	PPER.Masc.Nom.Sg.3	er	ër
die	DDART.Masc.Akk.Pl.*	die	dër
rechen	NA.Masc.Akk.Pl.wk	recken	rècke
vant	VVFIN.Ind.Past.Sg.3	vant	vinden
sorgende	VVPS	sorgente	sorgen
wachete	VVFIN.*.Past.Sg.3	wachete	wachen
er	PPER.Masc.Nom.Sg.3	er	ër
der	DDART.*.Gen.Pl.*	der	dër
niblvnge	NA.Masc.Gen.Pl.*	nibelunge	<unknown>
man	NA.Masc.Akk.Pl.st	manne	mann
er	PPER.Masc.Nom.Sg.3	er	ër
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
wol	AVD	wole	wole
uof	APPR	ûf	ûf
ir	DPOSA	ire	ire
helde	NA.Masc.Dat.Sg.st	helde	hèled
ir	PPER.*.Nom.Pl.2	ir	ir
svlt	VMFIN.*.Pres.Pl.2	sulet	solen
ze	APPR	ze	ze
sifride	NE.Dat.Sg	Sievride	Sigevrid
gan	VVINF	gân	gân
si	PPER.*.Nom.Pl.3	si	ër
sprvngen	VVFIN.*.Past.Pl.3	sprungen	springen
von	APPR	von	von
den	DDART.*.Dat.Pl.*	den	dër
beten	NA.Neut.Dat.Pl.st	betten	bètte
vnd	KON	und	unte
waren	VAFIN.Ind.Past.Pl.3	wâren	wësen
vil	AVD	vile	vile
bereit	ADJD.Pos	bereit	berèite
tvsent	ADJA.Pos.Masc.Nom.Pl.*	tûsent	tûsent
riter	NA.Masc.Nom.Pl.st	rîtær	rîtære
snelle	ADJN.Masc.Nom.Pl.st	snelle	snëll
die	DDS.Masc.Nom.Pl.*	die	dër
wrden	VAFIN.*.Past.Pl.3	wurden	wërden
wol	AVD	wole	wole
gekleit	VVPP	gekleit	klèiden
si	PPER.*.Nom.Pl.3	si	ër
giengen	VVFIN.*.Past.Pl.3	giengen	gân
da	AVD	dâ	dâr
si	PPER.*.Nom.Pl.3	si	ër
funden	VVFIN.*.Past.Pl.3	vunden	vinden
sifriden	NE.Akk.Sg	Sievriden	Sigevrid
stan	VVINF	stân	stân
da	AVD	dâ	dâr
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
ein	DIART	ein	èin
schoene	ADJA.Pos	schoene	schoène
gruozen	NA.Neut.Nom.Sg.st	gruozen	grüèzen
ein	DIART	ein	èin
teil	NA.Masc,Neut.Nom.Sg.st	teil	tèil
mit	APPR	mit	mit
werchen	NA.Neut.Dat.Pl.st	werken	wërk
getan	VVPP	getân	tuon
vil	NA.Neut.Nom.Sg.st	vile	vile
rechen	NA.Masc.Gen.Pl.wk	recken	rècke
was	VAFIN.Ind.Past.Sg.3	was	wësen
enzvndet	VVPP	entzündet	entzünten
man	PI.*.Nom.Sg.st	man	man
schancte	VVFIN.*.Past.Sg.3	schankte	schènken
im	PPER.Masc.Dat.Sg.3	im	ër
lutertranch	NA.Masc,Neut.Akk.Sg.st	lûtertranc	lûtertrank
daz	KOUS	daz	dazz
si	PPER.*.Nom.Pl.3	si	ër
komen	VVFIN.Subj.Past.Pl.3	koemen	komen
schiere	AVD	schiere	schière
erseit	VVFIN.*.Past.Sg.3	erseite	ersagen
ins	PPER.*.Dat.Pl.3|PPER.Neut.Akk.Sg.3	in|ez	ër|ër
allen	DIA.Masc.Akk.Sg.st	allen	all
danch	NA.Masc.Akk.Sg.st	danc	dank
er	PPER.Masc.Nom.Sg.3	er	ër
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
ir	PPER.*.Nom.Pl.2	ir	ir
svlt	VMFIN.*.Pres.Pl.2	sulet	solen
hinnen	AVD	hinnen	hinnen
mitsamt	APPR	mitsament	mitsament
mir	PPER.*.Dat.Sg.1	mir	ich
uberfluot	NA.Fem.Akk.Sg.st	übervluot	übervluot
des	DDS.Neut.Gen.Sg.*	des	dër
vant	VVFIN.Ind.Past.Sg.3	vant	vinden
er	PPER.Masc.Nom.Sg.3	er	ër
vil	AVD	vile	vile
bereit	ADJD.Pos	bereit	berèite
di	DDART.*.Nom.Pl.*	di	dër
helde	NA.Masc.Nom.Pl.st	helde	hèled
kuone	ADJN.Masc.Nom.Pl.st	küene	küène
vnde	KON	unde	unte
guot	ADJN.Masc.Nom.Pl.*	guot	guot
wol	AVD	wole	wole
drisech	CARDA	drîzic	drîzig
tusent	ADJA.Pos	tûsent	tûsent
reken	NA.Masc.Nom.Pl.wk	recken	rècke
waren	VAFIN.Ind.Past.Pl.3	wâren	wësen
schiere	AVD	schiere	schière
komen	VVPP	komen	komen
vz	APPR	ûz	ûz
den	DDS.*.Dat.Pl.*	den	dër
wurden	NA.Neut.Dat.Pl.st	worten	wort
tvsent	ADJA.Pos	tûsent	tûsent
der	DDART.*.Gen.Pl.*	der	dër
besten	ADJA.Sup.*.Gen.Pl.wk	bezzisten	bèzzist
do	AVD	dô	dô
genomen	VVPP	genomen	nëmen
den	DDS.*.Dat.Pl.*	den	dër
brahte	VVFIN.Ind.Past.Sg.3	brâhte	bringen
man	PI.*.Nom.Sg.st	man	man
ir	DPOSA	ire	ire
helme	NA.Masc.Akk.Pl.*	helme	hëlme
vnd	KON	und	unte
ander	DIA	ander	ander
ir	DPOSA	ire	ire
gewant	NA.Neut.Akk.Sg.st	gewant	gewant
wan	KO*	wan	wante
er	PPER.Masc.Nom.Sg.3	er	ër
si	PPER.*.Akk.Pl.3	si	ër
fueren	VVINF	vüeren	vüèren
wolde	VMFIN.*.Past.Sg.3	wolte	wèllen
in	APPR	in	in
daz	DDART.Neut.Akk.Sg.*	daz	dër
bruonhilde	ADJA.Pos.Neut.Akk.Sg.wk	brûnhilde	brûnhilte
lant	NA.Neut.Akk.Sg.st	lant	lant
er	PPER.Masc.Nom.Sg.3	er	ër
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
ir	DPOSA.Masc.Akk.Pl.*	ire	ire
guoten	ADJA.Pos.Masc.Dat.Sg.wk	guoten	guot
ritere	NA.Masc.Dat.Sg.st	rîtære	rîtære
daz	DDS.Neut.Akk.Sg.*	daz	dër
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
iv	PPER.*.Dat.Pl.2	iu	ir
sagen	VVINF	sagen	sagen
ir	PPER.*.Nom.Pl.2	ir	ir
svlt	VMFIN.*.Pres.Pl.2	sulet	solen
vil	NA.Neut.Akk.Sg.st	vile	vile
kleider	NA.Neut.Akk.Pl.st	kleider	klèid
richiv	ADJA.Pos.Neut.Akk.Pl.st	rîchiu	rîche
daze	AVD|APPR	dâ|ze	dâr|ze
hove	NA.Masc.Dat.Sg.st	hove	hov
tragen	VVINF	tragen	tragen
wan	KO*	wan	wante
