i	VVIMP.Sg.2	i	i
wir	PPER.*.Nom.Pl.1	wir	wir
nu	AVD	nû	nû
nâhen	VVFIN.*.Pres.Pl.1	nâhen	nâhen
an	APPR	an	ane
den	DDART.Masc.Akk.Sg.*	den	dër
rîn	NA.Masc.Akk.Sg.st	rîn	rîn
.	$_	.	.
	
des	DDS.Neut.Gen.Sg.*	des	dër
bite	VVFIN.*.Pres.Sg.1	bite	biten
ich	PPER.*.Nom.Sg.1	ich	ich
iuch	PPER.*.Akk.Pl.2	iuch	ir
,	$_	,	,
her	AVD	her	hëre
sîvrit	NE.Nom.Sg	Sîvrit	Sigevrid
,	$_	,	,
daz	KOUS	daz	dazz
ir	PPER.*.Nom.Pl.2	ir	ir
die	DDART.Fem.Akk.Sg.*	die	dër
reise	NA.Fem.Akk.Sg.st	reise	rèise
tuot	VVFIN.*.Pres.Pl.2	tuot	tuon
,	$_	,	,
daz	KOUS	daz	dazz
ez	PPER.Neut.Akk.Sg.3	ez	ër
mit	APPR	mit	mit
mir	PPER.*.Dat.Sg.1	mir	ich
verdiene	VVFIN.Subj.Pres.Sg.3	verdiene	verdiènen
diu	DDART.Fem.Nom.Sg.*	diu	dër
edel	ADJA.Pos.Fem.Nom.Sg.*	edel	èdele
maget	NA.Fem.Nom.Sg.st	maget	maged
guot	ADJN.Fem.Nom.Sg.*	guot	guot
mit	APPR	mit	mit
allen	DIA.*.Dat.Pl.st	allen	all
mînen	DPOSA.*.Dat.Pl.st	mînen	mîn
friunden	NA.Masc.Dat.Pl.st	vriunden	vriunt
,	$_	,	,
ritter	NA.Masc.Nom.Sg.st	ritter	rîtære
vil	AVD	vile	vile
gemeit.>	ADJD.Pos	gemeit	gemèit
dô	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
der	DDART.Masc.Nom.Sg.*	der	dër
degen	NA.Masc.Nom.Sg.st	degen	dëgen
küene:<	NE.Nom.Sg	Küenech	Küen
der	DDART.Fem.Gen.Sg.*	der	dër
reise	NA.Fem.Gen.Sg.st	reise	rèise
bin	VAFIN.Ind.Pres.Sg.1	bin	sîn
ich	PPER.*.Nom.Sg.1	ich	ich
iu	PPER.*.Dat.Pl.2	iu	ir
bereit	ADJD.Pos	bereit	berèite
.	$_	.	.
	
nu	AVD	nû	nû
enbietet	VVIMP.Pl.2	entbietet	entbièten
swaz	PG.Neut.Akk.Sg.st	swaz	swër
ir	PPER.*.Nom.Pl.2	ir	ir
wellet	VMFIN.*.Pres.Pl.2	wellet	wèllen
;	$_	;	;
des	DDS.Neut.Gen.Sg.*	des	dër
wirdet	VAFIN.Ind.Pres.Sg.3	wirdet	wërden
niht	PTKNEG	niht	niht
verdaget	VVPP	verdaget	verdagen
:	$_	:	:
durch	APPR	durch	durh
die	DDART.Fem.Akk.Sg.*	die	dër
vil	AVD	vile	vile
minneclîchen	AVD	minniclîchen	minniglîche
sô	AVD	sô	sô
wirt	VAFIN.Ind.Pres.Sg.3	wirdet	wërden
ez	PPER.Neut.Nom.Sg.3	ez	ër
gar	AVD	gar	gare
gesaget	VVPP	gesaget	sagen
.	$_	.	.
	
zwiu	APPR|PW.*.Instr.Sg.st	ze|wiu	ze|wër
solde	VMFIN.*.Past.Sg.1	solte	solen
ich	PPER.*.Nom.Sg.1	ich	ich
der	DDS.*.Gen.Pl.*	der	dër
verzîhen	VVINF	verzîhen	verzîhen
,	$_	,	,
die	DRELS.Fem.Akk.Sg	die	dër
ich	PPER.*.Nom.Sg.1	ich	ich
in	APPR	in	in
herzen	NA.Neut.Dat.Sg.wk	herzen	hërze
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
?	$_	?	?
	
swaz	PG.Neut.Akk.Sg.st	swaz	swër
ir	PPER.*.Nom.Pl.2	ir	ir
durch	APPR	durch	durh
si	PPER.Fem.Akk.Sg.3	si	ër
gebietet	VVFIN.*.Pres.Pl.2	gebietet	gebièten
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
allez	DIN.Neut.Nom.Sg.st	allez	all
getân.>	VVPP	getân	tuon
<sô	AVD	<unknown>	ièsô
sagt	VVIMP.Pl.2	saget	sagen
mîner	DPOSA.Fem.Dat.Sg.st	mîner	mîn
muoter	NA.Fem.Dat.Sg.st	muoter	muoter
und	KON	und	unte
ouch	AVD	ouch	ouch
der	DDART.Fem.Dat.Sg.*	der	dër
swester	NA.Fem.Dat.Sg.st	swester	swëster
mîn	DPOSA.Fem.Nom.Sg.*	mîn	mîn
,	$_	,	,
daz	KOUS	daz	dazz
wir	PPER.*.Nom.Pl.1	wir	wir
an	APPR	an	ane
dirre	DDA.Fem.Dat.Sg.*	dirre	dise
verte	NA.Fem.Dat.Sg.st	verte	vart
in	APPR	in	in
hôhem	ADJA.Pos.Masc,Neut.Dat.Sg.st	hôhem	hôh
muote	NA.Masc,Neut.Dat.Sg.st	muote	muot
sîn	VAFIN.*.Pres.Pl.1	sîn	sîn
.	$_	.	.
	
lât	VVIMP.Pl.2	lât	lâzen
wizzen	VVINF	wizzen	wizzen
mîne	DPOSA.*.Nom.Pl.st	mîne	mîn
brüeder	NA.Masc.Akk.Pl.st	brüeder	bruoder
,	$_	,	,
wie	AVW	wie	wiè
wir	PPER.*.Nom.Pl.1	wir	wir
geworben	VVPP	geworben	wërben
hân	VAFIN.*.Pres.Pl.1	hân	haben
;	$_	;	;
und	KON	und	unte
ander	DIA.*.Gen.Pl.*	ander	ander
unser	DPOSA.*.Gen.Pl.st	unser	unser
friunde	NA.Masc.Gen.Pl.st	vriunde	vriunt
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
man	PI.*.Nom.Sg.st	man	man
diu	DDART.Neut.Akk.Pl.*	diu	dër
maere	NA.Neut.Akk.Pl.st	mære	mære
ouch	AVD	ouch	ouch
hoeren	VVINF	hoeren	hoèren
lân	VVINF	lân	lâzen
.	$_	.	.
	
kriemhilde	NE.Akk.Sg	Kriemhilte	Krièmhilt
und	KON	und	unte
mîne	DPOSA.Fem.Akk.Sg.st	mîne	mîn
muoter	NA.Fem.Akk.Sg.st	muoter	muoter
sult	VMFIN.*.Pres.Pl.2	sulet	solen
ir	PPER.*.Nom.Pl.2	ir	ir
niht	PTKNEG	niht	niht
verdagen	VVINF	verdagen	verdagen
mîn	PPER.*.Gen.Sg.1	mîn	ich
und	KON	und	unte
prünhildedienest	NA.Masc,Neut.Akk.Sg.st	brunheldienest	brunheldiènest
sult	VMFIN.*.Pres.Pl.2	sulet	solen
ir	PPER.*.Nom.Pl.2	ir	ir
in	PPER.*.Dat.Pl.3	in	ër
beiden	DIS.*.Dat.Pl.st	beiden	bèide
sagen	VVINF	sagen	sagen
,	$_	,	,
und	KON	und	unte
allem	DIA.Neut.Dat.Sg.st	allem	all
ir	DPOSA.Neut.Dat.Sg.*	ire	ire
gesinde	NA.Neut.Dat.Sg.st	gesinde	gesinde
und	KON	und	unte
allen	DIA.Masc.Akk.Sg.st	allen	all
mînen	DPOSA.Masc.Dat.Sg.wk	mînen	mîn
man	NA.Masc.Akk.Sg.st	man	mann
:	$_	:	:
dar	PAVD	dâr	dâr
nâch	PAVAP	nâch	nâh
ie	AVD	ie	iè
ranc	VVFIN.Ind.Past.Sg.3	ranc	ringen
mîn	DPOSA.Neut.Nom.Sg.*	mîn	mîn
herze	NA.Neut.Nom.Sg.wk	herze	hërze
,	$_	,	,
wie	AVW	wie	wiè
wol	AVD	wole	wole
ich	PPER.*.Nom.Sg.1	ich	ich
daz	DDS.Neut.Akk.Sg.*	daz	dër
erworben	VVPP	erworben	erwërben
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
.	$_	.	.
	
und	KON	und	unte
sagt	VVIMP.Pl.2	saget	sagen
ouch	AVD	ouch	ouch
mînen	DPOSA.*.Dat.Pl.st	mînen	mîn
brüedern	NA.Masc.Dat.Pl.st	brüedern	bruoder
und	KON	und	unte
andern	DIA.*.Dat.Pl.st	andern	ander
friunden	NA.Masc.Dat.Pl.st	vriunden	vriunt
mîn	DPOSN.*.Dat.Pl.*	mîn	mîn
,	$_	,	,
daz	KOUS	daz	dazz
si	PPER.*.Nom.Pl.3	si	ër
mit	APPR	mit	mit
grôzem	ADJA.Pos.Masc.Dat.Sg.st	grôzem	grôz
vlîze	NA.Masc.Dat.Sg.st	vlîze	vlîz
dar	PAVD	dâr	dâr
zuo	PAVAP	zuo	zuo
gewarnt	VVPP	gewarnet	warnen
sîn	VAFIN.*.Pres.Pl.3	sîn	sîn
.	$_	.	.
	
man	PI.*.Nom.Sg.st	man	man
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
ouch	AVD	ouch	ouch
in	APPR	in	in
unsern	DPOSA.*.Dat.Pl.st	unsern	unser
landen	NA.Neut.Dat.Pl.st	landen	lant
diu	DDART.Neut.Akk.Pl.*	diu	dër
maere	NA.Neut.Akk.Pl.st	mære	mære
wizzen	VVINF	wizzen	wizzen
lân	VVINF	lân	lâzen
:	$_	:	:
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
mit	APPR	mit	mit
prünhilde	NE.Dat.Sg	Brûnhilde	Brunhilde
vil	AVD	vile	vile
grôze	ADJA.Pos.Fem.Akk.Sg.st	grôze	grôz
hôchgezîte	NA.Fem.Akk.Sg.st	hôchgezîte	hôhgezît
hân	VAINF	hân	haben
.	$_	.	.
	
und	KON	und	unte
bitet	VVIMP.Pl.2	bitet	biten
mîne	DPOSA.Fem.Akk.Sg.st	mîne	mîn
swester	NA.Fem.Akk.Sg.st	swester	swëster
,	$_	,	,
sô	KO*	sô	sô
si	PPER.Fem.Nom.Sg.3	si	ër
daz	DDS.Neut.Akk.Sg.*	daz	dër
habe	VAFIN.Subj.Pres.Sg.3	habe	haben
vernomen	VVPP	vernomen	vernëmen
,	$_	,	,
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
mit	APPR	mit	mit
mînen	DPOSA.*.Dat.Pl.st	mînen	mîn
gesten	NA.Masc.Dat.Pl.st	gesten	gast
sî	VAFIN.Subj.Pres.Sg.1	sî	sîn
ze	APPR	ze	ze
lande	NA.Neut.Dat.Sg.st	lande	lant
komen	VVPP	komen	komen
,	$_	,	,
daz	KOUS	daz	dazz
si	PPER.Fem.Nom.Sg.3	si	ër
mit	APPR	mit	mit
vlîze	NA.Masc.Dat.Sg.st	vlîze	vlîz
enpfâhe	VVFIN.Subj.Pres.Sg.3	entvâhe	entvâhen
die	DDART.Fem.Akk.Sg.*	die	dër
triutinne	NA.Fem.Akk.Sg.st	triutinne	triutinne
mîn	DPOSN	mîn	mîn
.	$_	.	.
	
daz	DDS.Neut.Akk.Sg.*	daz	dër
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
immer	AVD	iemer	ièmer
mêre	AVD.Comp	mêre	mêre
mit	APPR	mit	mit
triuwen	NA.Fem.Dat.Pl.*	triuwen	triuwe
dienende	VVPS	dienente	diènen
sîn.>	VAINF	sîn	sîn
dô	KOUS	dô	dô
der	DDART.Masc.Nom.Sg.*	der	dër
vil	AVD	vile	vile
küene	ADJA.Pos.Masc.Nom.Sg.wk	küene	küène
recke	NA.Masc.Nom.Sg.wk	recke	rècke
urloup	NA.Masc,Neut.Akk.Sg.st	urloup	urloub
von	APPR	von	von
in	PPER.*.Dat.Pl.3	in	ër
genam	VVFIN.Ind.Past.Sg.3	genam	genëmen
und	KON	und	unte
ouch	AVD	ouch	ouch
von	APPR	von	von
prünhilde	NE.Dat.Sg	Brûnhilde	Brunhilde
,	$_	,	,
der	DDART.Masc.Nom.Sg.*	der	dër
ritter	NA.Masc.Nom.Sg.st	ritter	rîtære
lobesam	ADJN.Masc.Nom.Sg.*	lobesam	lobesam
reit	VVFIN.Ind.Past.Sg.3	reit	rîten
in	APPR	in	in
grôzen	ADJA.Pos.*.Dat.Pl.*	grôzen	grôz
freuden	NA.Fem.Dat.Pl.*	vröuweden	vröuwede
ze	APPR	ze	ze
wormeze	NE.Dat.Sg	Wormeze	Wormez
an	APPR	an	ane
den	DDART.Masc.Akk.Sg.*	den	dër
rîn	NA.Masc.Akk.Sg.st	rîn	rîn
.	$_	.	.
	
ez	PPER.Neut.Nom.Sg.3	ez	ër
enkunde	PTKNEG|VMFIN.*.Past.Sg.3	en|kunde	ne|kunnen
in	APPR	in	in
allen	DIA.*.Dat.Pl.st	allen	all
landen	NA.Neut.Dat.Pl.st	landen	lant
ein	DIART.Masc.Nom.Sg.*	ein	èin
bote	NA.Masc.Nom.Sg.wk	bote	bote
bezzer	ADJD.Comp	bezzer	bèzzer
niht	PTKNEG	niht	niht
gesîn	VVINF	gesîn	gesîn
.	$_	.	.
	
mit	APPR	mit	mit
vier	CARDA.*.Dat.Pl.*	vier	vièr
und	KON	und	unte
zweinzec	CARDA.*.Dat.Pl.*	zweinzic	zwèinzig
recken	NA.Masc.Dat.Pl.wk	recken	rècke
ze	APPR	ze	ze
wormeze	NE.Dat.Sg	Wormeze	Wormez
er	PPER.Masc.Nom.Sg.3	er	ër
dô	AVD	dô	dô
reit	VVFIN.Ind.Past.Sg.3	reit	rîten
.	$_	.	.
	
des	DDART.Masc.Gen.Sg.*	des	dër
küniges	NA.Masc.Gen.Sg.st	küninges	küning
kom	VVFIN.Ind.Past.Sg.3	kom	komen
er	PPER.Masc.Nom.Sg.3	er	ër
âne	PTKVZ	ane	ane
,	$_	,	,
dô	KOUS	dô	dô
daz	DDS.Neut.Nom.Sg.*	daz	dër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
geseit	VVPP	geseit	sagen
,	$_	,	,
allez	DIA.Neut.Nom.Sg.st	allez	all
daz	DDART.Neut.Nom.Sg.*	daz	dër
gedigene	NA.Neut.Nom.Sg.st	gedigene	gedigene
vor	APPR	vore	vore
jâmer	NA.Masc,Neut.Dat.Sg.st	jâmer	jâmer
heten	VAFIN.*.Past.Pl.3	hæten	haben
nôt	NA.Fem.Akk.Sg.st	nôt	nôt
:	$_	:	:
si	PPER.*.Nom.Pl.3	si	ër
vorhten	VVFIN.*.Past.Pl.3	vorhten	vürhten
,	$_	,	,
daz	KOUS	daz	dazz
ir	DPOSA	ire	ire
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
dort	AVD	dort	dort
beliben	VVPP	beliben	belîben
waere	VAFIN.Subj.Past.Sg.3	wære	wësen
tôt	ADJD.Pos	tôt	tôt
.	$_	.	.
	
die	DDART.*.Nom.Pl.*	die	dër
helde	NA.Masc.Nom.Pl.st	helde	hèled
erbeizet	VVPP	erbeizet	erbèizen
wâren	VAFIN.Ind.Past.Pl.3	wâren	wësen
;	$_	;	;
vil	AVD	vile	vile
hôhe	AVD	hôhe	hôhe
stuont	VVFIN.Ind.Past.Sg.3	stuont	stân
ir	DPOSA	ire	ire
muot	NA.Masc,Neut.Nom.Sg.st	muot	muot
.	$_	.	.
	
vil	AVD	vile	vile
schier	AVD	schier	schière
in	PPER.Masc.Akk.Sg.3	in	ër
kômen	VVFIN.*.Past.Pl.3	kômen	komen
beide	DIA.Masc.Nom.Pl.st	beide	bèide
die	DDART.Masc.Nom.Pl.*	die	dër
junge	ADJA.Pos.Masc.Nom.Pl.st	junge	jung
künige	NA.Masc.Nom.Pl.st	küninge	küning
guot	ADJN.Masc.Nom.Pl.*	guot	guot
und	KON	und	unte
al	DIA.Neut.Nom.Sg.*	al	all
daz	DDART.Neut.Nom.Sg.*	daz	dër
hofegesinde	NA.Neut.Nom.Sg.st	hovegesinde	hovegesinde
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
gêrnôt	ADJN.Masc.Nom.Sg.*	gernôt	geruonet
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
,	$_	,	,
dô	KOUS	dô	dô
er	PPER.Masc.Nom.Sg.3	er	ër
sînen	DPOSA.Masc.Akk.Sg.st	sînen	sîn
bruoder	NA.Masc.Akk.Sg.st	bruoder	bruoder
niht	PTKNEG	niht	niht
bî	APPR	bî	bî
sîvride	NE.Dat.Sg	Sîvride	Sigevrid
ensach	PTKNEG|VVFIN.Ind.Past.Sg.3	en|sach	ne|sëhen
:	$_	:	:
<willekomen	ADJD.Pos	willekomen	willekomen
,	$_	,	,
ritter	NA.Masc.Nom.Sg.st	ritter	rîtære
edele	ADJN.Masc.Nom.Sg.wk	edele	èdele
,	$_	,	,
ir	PPER.*.Nom.Pl.2	ir	ir
sult	VMFIN.*.Pres.Pl.2	sulet	solen
uns	PPER.*.Akk.Pl.1	uns	wir
hoeren	VVINF	hoeren	hoèren
lân	VVINF	lân	lâzen
,	$_	,	,
wâ	AVW	wâ	wâr
ir	PPER.*.Nom.Pl.2	ir	ir
mînen	DPOSA.Masc.Akk.Sg.st	mînen	mîn
bruoder	NA.Masc.Akk.Sg.st	bruoder	bruoder
,	$_	,	,
den	DDART.Masc.Akk.Sg.*	den	dër
künic	NA.Masc.Akk.Sg.st	küninc	küning
,	$_	,	,
habt	VAFIN.*.Pres.Pl.2	habet	haben
verlân	VVPP	verlân	verlâzen
.	$_	.	.
	
diu	DDART.Fem.Nom.Sg.*	diu	dër
prünhilde	ADJA.Pos.Fem.Nom.Sg.wk	brunhelte	brunheld
sterke	NA.Fem.Nom.Sg.*	sterke	stèrke
in	PPER.*.Dat.Pl.3	in	ër
waen	KO*	wente	wante
uns	PPER.*.Dat.Pl.1	uns	wir
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
benomen	VVPP	benomen	benëmen
:	$_	:	:
sô	AVD	sô	sô
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
uns	PPER.*.Dat.Pl.1	uns	wir
ir	DPOSA	ire	ire
hôhiu	ADJA.Pos.Fem.Nom.Sg.st	hôhiu	hôh
minne	NA.Fem.Nom.Sg.*	minne	minne
harte	AVD	harte	harte
schedelîche	AVD	schadelîche	schadelîche
komen.><iuedeln	ADJA.Pos.*.Nom.Pl.wk	komeningeveldeln	komenvèdele
recken	NA.Masc.Nom.Pl.wk	recken	rècke
beiden	DIN.*.Dat.Pl.st	beiden	bèide
und	KON	und	unte
al	DIA	al	all
den	DDART.*.Dat.Pl.*	den	dër
mâgen	NA.Masc.Dat.Pl.*	mâgen	mâge
sîn	PPER.Masc.Gen.Sg.3	sîn	ër
enbiutet	VVFIN.Ind.Pres.Sg.3	entbiutet	entbièten
sînen	DPOSA.Masc.Akk.Sg.st	sînen	sîn
dienest	NA.Masc.Akk.Sg.st	dienest	diènest
der	DDART.Masc.Nom.Sg.*	der	dër
hergeselle	NA.Masc.Nom.Sg.*	hergeselle	hèregesèlle
mîn	DPOSN	mîn	mîn
;	$_	;	;
den	DDS.Masc.Akk.Sg.*	den	dër
liez	VVFIN.Ind.Past.Sg.1	liez	lâzen
ih	PPER.*.Nom.Sg.1	ich	ich
wol	AVD	wole	wole
gesunden	VVINF	gesunden	gesunten
:	$_	:	:
er	PPER.Masc.Nom.Sg.3	er	ër
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
mich	PPER.*.Akk.Sg.1	mich	ich
her	AVD	her	hëre
gesant	VVPP	gesant	sènten
ze	APPR	ze	ze
boten	NA.Masc.Dat.Sg.wk	boten	bote
mit	APPR	mit	mit
den	DDART.*.Dat.Pl.*	den	dër
maeren	ADJA.Pos.*.Dat.Pl.*	mæren	mære
,	$_	,	,
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
iu	PPER.*.Dat.Pl.2	iu	ir
diu	DDART.Neut.Akk.Pl.*	diu	dër
taete	NA.Fem.Akk.Pl.st	tæte	tât
bekant	VVFIN.*.Past.Sg.1	bekante	bekènnen
.	$_	.	.
	
ir	PPER.*.Nom.Pl.2	ir	ir
sult	VMFIN.*.Pres.Pl.2	sulet	solen
daz	DDS.Neut.Akk.Sg.*	daz	dër
ahten	VVINF	ahten	ahten
schiere	AVD	schiere	schière
,	$_	,	,
swie	AVG	swie	swiè
sô	PTK	sô	sô
daz	DDS.Neut.Nom.Sg.*	daz	dër
geschehe	VVFIN.Subj.Pres.Sg.3	geschehe	geschëhen
,	$_	,	,
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
iuwer	DPOSA	iuwer	iuwer
muoter	NA.Fem.Akk.Sg.st	muoter	muoter
und	KON	und	unte
iuwer	DPOSA	iuwer	iuwer
swester	NA.Fem.Akk.Sg.st	swester	swëster
sehe	VVFIN.Subj.Pres.Sg.1	sehe	sëhen
;	$_	;	;
die	DDS.Fem.Akk.Sg.*	die	dër
sol	VMFIN.Ind.Pres.Sg.1	sol	solen
ich	PPER.*.Nom.Sg.1	ich	ich
lâzen	VVINF	lâzen	lâzen
hoeren	VVINF	hoeren	hoèren
waz	PW.Neut.Akk.Sg.st	waz	wër
in	PPER.Masc.Akk.Sg.3	in	ër
enboten	VVPP	entboten	entbièten
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
gunther	NE.Nom.Sg	Gunther	Gunther
der	DDART.Masc.Nom.Sg.*	der	dër
künic	NA.Masc.Nom.Sg.st	küninc	küning
rîche	ADJN	rîche	rîche
,	$_	,	,
des	DDS.Masc.Gen.Sg.*	des	dër
dinc	NA.Neut.Akk.Sg.st	dinc	ding
in	APPR	in	in
hôhen	ADJA.Pos.*.Dat.Pl.*	hôhen	hôh
êren	NA.Fem.Dat.Pl.*	êren	êre
stât.>	ADJD.Pos	stæte	stæte
dô	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
der	DDART.Masc.Nom.Sg.*	der	dër
junge	ADJA.Pos.Masc.Nom.Sg.wk	junge	jung
gîselher:<	NE.Nom.Sg	Gîselherus	Gîselhèr
dâ	AVD	dâ	dâr
sult	VMFIN.*.Pres.Pl.2	sulet	solen
ir	PPER.*.Nom.Pl.2	ir	ir
dar	AVD	dar	dâr
gân	VVINF	gân	gân
:	$_	:	:
dâ	PAVD	dâ	dâr
habt	VAFIN.*.Pres.Pl.2	habet	haben
ir	PPER.*.Nom.Pl.2	ir	ir
mîner	DPOSA.Fem.Dat.Sg.st	mîner	mîn
muoter	NA.Fem.Dat.Sg.st	muoter	muoter
vil	AVD	vile	vile
liebe	AVD	liebe	lièbe
an	PTKVZ	an	ane
getân	VVPP	getân	tuon
;	$_	;	;
diu	DDS.Fem.Nom.Sg.*	diu	dër
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
doch	AVD	doch	doh
michel	ADJA.Pos.Fem.Akk.Sg.*	michel	michel
sorge	NA.Fem.Akk.Sg.st	sorge	sorge
umbe	APPR	umbe	umbe
den	DDART.Masc.Akk.Sg.*	den	dër
bruoder	NA.Masc.Akk.Sg.st	bruoder	bruoder
mîn	DPOSN	mîn	mîn
.	$_	.	.
	
si	PPER.*.Nom.Pl.3	si	ër
sehent	VVFIN.Ind.Pres.Pl.3	sehent	sëhen
iuch	PPER.*.Akk.Pl.2	iuch	ir
beide	DID.*.Akk.Pl.st	beide	bèide
gerne	AVD	gerne	gërne
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
sult	VMFIN.*.Pres.Pl.2	sulet	solen
ir	PPER.*.Nom.Pl.2	ir	ir
âne	APPR	âne	âne
angest	NA.Fem,Masc.Akk.Sg.st	angest	angest
sîn.>	DPOSN.Neut.Akk.Sg.st	sînez	sîn
dô	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
der	DDART.Masc.Nom.Sg.*	der	dër
herre	NA.Masc.Nom.Sg.*	hêrre	hêrre
sîvrit:<	NE.Nom.Sg	Sîvrit	Sigevrid
swaz	PG.Neut.Akk.Sg.st	swaz	swër
ich	PPER.*.Nom.Sg.1	ich	ich
in	PPER.*.Dat.Pl.3	in	ër
dienen	VVINF	dienen	diènen
kan	VMFIN.Ind.Pres.Sg.1	kan	kunnen
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
vil	AVD	vile	vile
willeclîchen	AVD	williclîchen	williglîche
mit	APPR	mit	mit
triuwen	NA.Fem.Dat.Pl.*	triuwen	triuwe
sîn	VAINF	sîn	sîn
getân	VVPP	getân	tuon
.	$_	.	.
	
wer	PW.Masc.Nom.Sg.st	wer	wër
sagt	VVFIN.Ind.Pres.Sg.3	saget	sagen
nu	AVD	nû	nû
den	DDART.*.Dat.Pl.*	den	dër
frouwen	NA.Fem.Dat.Pl.*	vrouwen	vrouwe
,	$_	,	,
daz	DRELS.Neut.Akk.Sg	daz	dër
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
dar	AVD	dar	dâr
gân	VVINF	gân	gân
?	$_	?	?
	
><	FM	-	-
daz	DDS.Neut.Akk.Sg.*	daz	dër
tuon	VVFIN.Ind.Pres.Sg.1	tuon	tuon
ich,>	PPER.*.Nom.Sg.1|PPER.Neut.Akk.Sg.3	ich|ez	ich|ër
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
dô	AVD	dô	dô
gîselher	NE.Nom.Sg	Gîselher	Gîselhèr
,	$_	,	,
der	DDART.Masc.Nom.Sg.*	der	dër
vil	AVD	vile	vile
waetlîche	ADJA.Pos.Masc.Nom.Sg.wk	wætlîche	wætlich
man	NA.Masc.Nom.Sg.st	man	mann
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
stolze	ADJA.Pos.Masc.Nom.Sg.wk	stolze	stolz
küene	ADJA.Pos.Masc.Nom.Sg.wk	küene	küène
recke	NA.Masc.Nom.Sg.wk	recke	rècke
zuo	APPR	zuo	ze
sîner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
muoter	NA.Fem.Dat.Sg.st	muoter	muoter
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
und	KON	und	unte
ouch	AVD	ouch	ouch
zuo	APPR	zuo	ze
sîner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
swester	NA.Fem.Dat.Sg.st	swester	swëster
,	$_	,	,
dâ	AVD	dâ	dâr
er	PPER.Masc.Nom.Sg.3	er	ër
si	PPER.*.Akk.Pl.3	si	ër
beide	DIS.*.Akk.Pl.st	beide	bèide
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
:	$_	:	:
<	KOUS	ob	êr
uns	PPER.*.Dat.Pl.1	uns	wir
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
komen	VVPP	komen	komen
sîvrit	NE.Nom.Sg	Sîvrit	Sigevrid
,	$_	,	,
der	DDART.Masc.Nom.Sg.*	der	dër
helt	NA.Masc.Nom.Sg.st	helt	hèled
ûz	APPR	ûz	ûz
niderlant	NE.Dat.Sg	Niderlant	Niterlant
.	$_	.	.
	
in	PPER.Masc.Akk.Sg.3	in	ër
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
mîn	DPOSA.Masc.Nom.Sg.*	mîn	mîn
bruoder	NA.Masc.Nom.Sg.st	bruoder	bruoder
gunther	NE.Nom.Sg	Gunther	Gunther
ze	APPR	ze	ze
rîne	NE.Dat.Sg	Rîne	Rîn
her	AVD	her	hëre
von	APPR	von	von
im	PPER.Masc.Dat.Sg.3	im	ër
gesant	VVPP	gesant	sènten
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
bringet	VVFIN.Ind.Pres.Sg.3	bringet	bringen
uns	PPER.*.Dat.Pl.1	uns	wir
diu	DDART.Neut.Akk.Pl.*	diu	dër
maere	NA.Neut.Akk.Pl.st	mære	mære
,	$_	,	,
wiez	AVW|PPER.Neut.Nom.Sg.3	wie|ez	wiè|ër
